F14_01	F14_02	F14_03	F14_04	F14_05A	F14_05B	F14_06	F14_08A	F14_08B	F14_08C	F14_09	F14_10A	F14_11	F14_12A	F14_14	F14_15	F14_16A	F14_16B	F14_17	F14_19	F14_20	F14_21A	F14_21B	F14_23A	F14_23B	F14_24C	F14_24D	F14_25A	F14_25B	F14_25C	F14_26A	F14_26B	F14_26C	F14_26D	F14_26E	F14_27A	F14_27B	F14_27C	F14_27D	F14_27E	F14_29A	F14_29B	F14_29C	F14_30A	F14_05C	F14_10B	F14_12B	F14_13A	F14_13B	F14_24A	F14_24B	F14_24E	F14_25D	F14_28A	F14_28B	F14_28C	F14_30B	mean
0.1368125	0.35209375	0.191322916666667	0.2725625	0.13125	0.16075	0.2569375	0.268072916666667	0.294791666666667	0.293052083333333	0.221895833333333	0.255895833333333	0.291333333333333	0.24165625	0.1788125	0.161104166666667	0.290958333333333	0.265614583333333	0.218041666666667	0.135052083333333	0.397895833333333	0.33053125	0.250697916666667	0.279520833333333	0.259010416666667	0.184375	0.228822916666667	0.26840625	0.277427083333333	0.14203125	0.33403125	0.298260416666667	0.33090625	0.3413125	0.117354166666667	0.398604166666667	0.332270833333333	0.300354166666667	0.306239583333333	0.278822916666667	0.303135416666667	0.295145833333333	0.328125	0.337145833333333	0.0673541666666667	0.0784895833333333	0.04096875	0.152395833333333	0.115958333333333	0.0329583333333333	0.07225	0.0617916666666667	0.0472395833333333	0.0971979166666667	0.03646875	0.0708125	0.111479166666667	0.219715826023392
