Numero de la station;Nom de la station;Jour;Heure;tm;glot;um
97416465;Ligne Paradis;01/01/2020 00:00;0;24.2;0;90
97416465;Ligne Paradis;01/01/2020 01:00;1;24.4;0;92
97416465;Ligne Paradis;01/01/2020 02:00;2;23;0;91
97416465;Ligne Paradis;01/01/2020 03:00;3;22.4;0;90
97416465;Ligne Paradis;01/01/2020 04:00;4;23.1;0;91
97416465;Ligne Paradis;01/01/2020 05:00;5;23.5;0;91
97416465;Ligne Paradis;01/01/2020 06:00;6;23.7;1;85
97416465;Ligne Paradis;01/01/2020 07:00;7;24.6;21;80
97416465;Ligne Paradis;01/01/2020 08:00;8;24.7;48;78
97416465;Ligne Paradis;01/01/2020 09:00;9;26.2;133;75
97416465;Ligne Paradis;01/01/2020 10:00;10;26.8;175;76
97416465;Ligne Paradis;01/01/2020 11:00;11;27;166;73
97416465;Ligne Paradis;01/01/2020 12:00;12;28.5;272;72
97416465;Ligne Paradis;01/01/2020 13:00;13;28;377;71
97416465;Ligne Paradis;01/01/2020 14:00;14;27.7;274;73
97416465;Ligne Paradis;01/01/2020 15:00;15;29.7;261;75
97416465;Ligne Paradis;01/01/2020 16:00;16;29;236;77
97416465;Ligne Paradis;01/01/2020 17:00;17;27.7;188;78
97416465;Ligne Paradis;01/01/2020 18:00;18;27.1;107;81
97416465;Ligne Paradis;01/01/2020 19:00;19;26.4;45;85
97416465;Ligne Paradis;01/01/2020 20:00;20;25.9;0;87
97416465;Ligne Paradis;01/01/2020 21:00;21;24.4;0;89
97416465;Ligne Paradis;01/01/2020 22:00;22;24.5;0;90
97416465;Ligne Paradis;01/01/2020 23:00;23;24.7;0;91
97416465;Ligne Paradis;02/01/2020 00:00;0;23.8;0;92
97416465;Ligne Paradis;02/01/2020 01:00;1;23.1;0;91
97416465;Ligne Paradis;02/01/2020 02:00;2;23.1;0;89
97416465;Ligne Paradis;02/01/2020 03:00;3;22.7;0;88
97416465;Ligne Paradis;02/01/2020 04:00;4;22.4;0;89
97416465;Ligne Paradis;02/01/2020 05:00;5;22.9;0;86
97416465;Ligne Paradis;02/01/2020 06:00;6;23;1;82
97416465;Ligne Paradis;02/01/2020 07:00;7;25.2;21;80
97416465;Ligne Paradis;02/01/2020 08:00;8;26.9;67;76
97416465;Ligne Paradis;02/01/2020 09:00;9;27.8;118;74
97416465;Ligne Paradis;02/01/2020 10:00;10;27.8;168;72
97416465;Ligne Paradis;02/01/2020 11:00;11;29.4;194;76
97416465;Ligne Paradis;02/01/2020 12:00;12;27.5;244;75
97416465;Ligne Paradis;02/01/2020 13:00;13;28.1;243;74
97416465;Ligne Paradis;02/01/2020 14:00;14;28.5;189;75
97416465;Ligne Paradis;02/01/2020 15:00;15;27.3;177;77
97416465;Ligne Paradis;02/01/2020 16:00;16;27;122;78
97416465;Ligne Paradis;02/01/2020 17:00;17;26.9;95;82
97416465;Ligne Paradis;02/01/2020 18:00;18;26.6;59;85
97416465;Ligne Paradis;02/01/2020 19:00;19;24.3;25;83
97416465;Ligne Paradis;02/01/2020 20:00;20;24.6;0;86
97416465;Ligne Paradis;02/01/2020 21:00;21;24.6;0;87
97416465;Ligne Paradis;02/01/2020 22:00;22;24.1;0;86
97416465;Ligne Paradis;02/01/2020 23:00;23;24.3;0;84
97416465;Ligne Paradis;03/01/2020 00:00;0;24;0;88
97416465;Ligne Paradis;03/01/2020 01:00;1;23.3;0;86
97416465;Ligne Paradis;03/01/2020 02:00;2;23.4;0;86
97416465;Ligne Paradis;03/01/2020 03:00;3;23.4;0;87
97416465;Ligne Paradis;03/01/2020 04:00;4;23.5;0;87
97416465;Ligne Paradis;03/01/2020 05:00;5;23.7;0;85
97416465;Ligne Paradis;03/01/2020 06:00;6;23.5;0;78
97416465;Ligne Paradis;03/01/2020 07:00;7;23.8;9;74
97416465;Ligne Paradis;03/01/2020 08:00;8;25.4;30;72
97416465;Ligne Paradis;03/01/2020 09:00;9;26.9;54;77
97416465;Ligne Paradis;03/01/2020 10:00;10;26.1;76;71
97416465;Ligne Paradis;03/01/2020 11:00;11;27;86;73
97416465;Ligne Paradis;03/01/2020 12:00;12;26.6;112;73
97416465;Ligne Paradis;03/01/2020 13:00;13;28.2;112;73
97416465;Ligne Paradis;03/01/2020 14:00;14;27.6;88;73
97416465;Ligne Paradis;03/01/2020 15:00;15;26.2;81;73
97416465;Ligne Paradis;03/01/2020 16:00;16;23.4;53;76
97416465;Ligne Paradis;03/01/2020 17:00;17;23.1;41;77
97416465;Ligne Paradis;03/01/2020 18:00;18;23.1;27;82
97416465;Ligne Paradis;03/01/2020 19:00;19;23.4;12;87
97416465;Ligne Paradis;03/01/2020 20:00;20;23.3;0;90
97416465;Ligne Paradis;03/01/2020 21:00;21;23.3;0;92
97416465;Ligne Paradis;03/01/2020 22:00;22;23.7;0;92
97416465;Ligne Paradis;03/01/2020 23:00;23;23.3;0;93
97416465;Ligne Paradis;04/01/2020 00:00;0;23.2;0;87
97416465;Ligne Paradis;04/01/2020 01:00;1;22.8;0;92
97416465;Ligne Paradis;04/01/2020 02:00;2;22.8;0;92
97416465;Ligne Paradis;04/01/2020 03:00;3;22.6;0;93
97416465;Ligne Paradis;04/01/2020 04:00;4;22.5;0;92
97416465;Ligne Paradis;04/01/2020 05:00;5;22.4;0;88
97416465;Ligne Paradis;04/01/2020 06:00;6;22.8;0;86
97416465;Ligne Paradis;04/01/2020 07:00;7;23.6;7;83
97416465;Ligne Paradis;04/01/2020 08:00;8;24.6;22;79
97416465;Ligne Paradis;04/01/2020 09:00;9;25;39;74
97416465;Ligne Paradis;04/01/2020 10:00;10;25.7;56;74
97416465;Ligne Paradis;04/01/2020 11:00;11;25.7;64;74
97416465;Ligne Paradis;04/01/2020 12:00;12;25.3;82;73
97416465;Ligne Paradis;04/01/2020 13:00;13;25.1;81;76
97416465;Ligne Paradis;04/01/2020 14:00;14;24;65;77
97416465;Ligne Paradis;04/01/2020 15:00;15;24.1;60;78
97416465;Ligne Paradis;04/01/2020 16:00;16;24.4;38;77
97416465;Ligne Paradis;04/01/2020 17:00;17;25.1;30;77
97416465;Ligne Paradis;04/01/2020 18:00;18;24.8;20;83
97416465;Ligne Paradis;04/01/2020 19:00;19;23.9;8;89
97416465;Ligne Paradis;04/01/2020 20:00;20;24.3;0;92
97416465;Ligne Paradis;04/01/2020 21:00;21;23.6;0;93
97416465;Ligne Paradis;04/01/2020 22:00;22;23.6;0;91
97416465;Ligne Paradis;04/01/2020 23:00;23;24.1;0;91
97416465;Ligne Paradis;05/01/2020 00:00;0;23.5;0;93
97416465;Ligne Paradis;05/01/2020 01:00;1;23.2;0;90
97416465;Ligne Paradis;05/01/2020 02:00;2;22.6;0;90
97416465;Ligne Paradis;05/01/2020 03:00;3;22.6;0;89
97416465;Ligne Paradis;05/01/2020 04:00;4;22.5;0;89
97416465;Ligne Paradis;05/01/2020 05:00;5;22.7;0;88
97416465;Ligne Paradis;05/01/2020 06:00;6;22.7;1;84
97416465;Ligne Paradis;05/01/2020 07:00;7;24.1;21;78
97416465;Ligne Paradis;05/01/2020 08:00;8;25.5;54;72
97416465;Ligne Paradis;05/01/2020 09:00;9;26.7;92;76
97416465;Ligne Paradis;05/01/2020 10:00;10;27.1;125;72
97416465;Ligne Paradis;05/01/2020 11:00;11;26.3;100;74
97416465;Ligne Paradis;05/01/2020 12:00;12;24.1;77;71
97416465;Ligne Paradis;05/01/2020 13:00;13;26.2;114;74
97416465;Ligne Paradis;05/01/2020 14:00;14;24.4;98;70
97416465;Ligne Paradis;05/01/2020 15:00;15;24.3;58;74
97416465;Ligne Paradis;05/01/2020 16:00;16;25.4;85;73
97416465;Ligne Paradis;05/01/2020 17:00;17;25.1;100;75
97416465;Ligne Paradis;05/01/2020 18:00;18;25;42;79
97416465;Ligne Paradis;05/01/2020 19:00;19;24.6;26;84
97416465;Ligne Paradis;05/01/2020 20:00;20;23.4;0;88
97416465;Ligne Paradis;05/01/2020 21:00;21;23.4;0;90
97416465;Ligne Paradis;05/01/2020 22:00;22;23.1;0;90
97416465;Ligne Paradis;05/01/2020 23:00;23;23.2;0;92
97416465;Ligne Paradis;06/01/2020 00:00;0;22.4;0;89
97416465;Ligne Paradis;06/01/2020 01:00;1;22.3;0;88
97416465;Ligne Paradis;06/01/2020 02:00;2;22.1;0;89
97416465;Ligne Paradis;06/01/2020 03:00;3;22.2;0;87
97416465;Ligne Paradis;06/01/2020 04:00;4;22.1;0;88
97416465;Ligne Paradis;06/01/2020 05:00;5;22.2;0;87
97416465;Ligne Paradis;06/01/2020 06:00;6;22.5;1;85
97416465;Ligne Paradis;06/01/2020 07:00;7;25.4;36;83
97416465;Ligne Paradis;06/01/2020 08:00;8;27.3;130;77
97416465;Ligne Paradis;06/01/2020 09:00;9;27.5;144;72
97416465;Ligne Paradis;06/01/2020 10:00;10;28.3;228;72
97416465;Ligne Paradis;06/01/2020 11:00;11;28;310;72
97416465;Ligne Paradis;06/01/2020 12:00;12;29.8;329;71
97416465;Ligne Paradis;06/01/2020 13:00;13;27.7;235;70
97416465;Ligne Paradis;06/01/2020 14:00;14;27.9;126;71
97416465;Ligne Paradis;06/01/2020 15:00;15;27.7;187;72
97416465;Ligne Paradis;06/01/2020 16:00;16;28;96;74
97416465;Ligne Paradis;06/01/2020 17:00;17;26.3;47;76
97416465;Ligne Paradis;06/01/2020 18:00;18;26.6;33;80
97416465;Ligne Paradis;06/01/2020 19:00;19;26.3;27;84
97416465;Ligne Paradis;06/01/2020 20:00;20;25.1;1;87
97416465;Ligne Paradis;06/01/2020 21:00;21;24.2;0;88
97416465;Ligne Paradis;06/01/2020 22:00;22;24.5;0;88
97416465;Ligne Paradis;06/01/2020 23:00;23;24;0;90
97416465;Ligne Paradis;07/01/2020 00:00;0;23.4;0;90
97416465;Ligne Paradis;07/01/2020 01:00;1;24;0;88
97416465;Ligne Paradis;07/01/2020 02:00;2;23.2;0;87
97416465;Ligne Paradis;07/01/2020 03:00;3;22.9;0;87
97416465;Ligne Paradis;07/01/2020 04:00;4;22.5;0;87
97416465;Ligne Paradis;07/01/2020 05:00;5;22.4;0;86
97416465;Ligne Paradis;07/01/2020 06:00;6;22.8;1;79
97416465;Ligne Paradis;07/01/2020 07:00;7;26.2;31;78
97416465;Ligne Paradis;07/01/2020 08:00;8;27.6;106;72
97416465;Ligne Paradis;07/01/2020 09:00;9;28.3;193;70
97416465;Ligne Paradis;07/01/2020 10:00;10;28.6;248;67
97416465;Ligne Paradis;07/01/2020 11:00;11;28.6;311;67
97416465;Ligne Paradis;07/01/2020 12:00;12;29.1;383;68
97416465;Ligne Paradis;07/01/2020 13:00;13;27.6;301;68
97416465;Ligne Paradis;07/01/2020 14:00;14;28.4;208;72
97416465;Ligne Paradis;07/01/2020 15:00;15;28.4;148;75
97416465;Ligne Paradis;07/01/2020 16:00;16;28.6;149;72
97416465;Ligne Paradis;07/01/2020 17:00;17;27.5;145;73
97416465;Ligne Paradis;07/01/2020 18:00;18;27.4;74;77
97416465;Ligne Paradis;07/01/2020 19:00;19;26.3;50;82
97416465;Ligne Paradis;07/01/2020 20:00;20;25.5;0;85
97416465;Ligne Paradis;07/01/2020 21:00;21;24.9;0;87
97416465;Ligne Paradis;07/01/2020 22:00;22;24.5;0;91
97416465;Ligne Paradis;07/01/2020 23:00;23;24.1;0;89
97416465;Ligne Paradis;08/01/2020 00:00;0;23.6;0;90
97416465;Ligne Paradis;08/01/2020 01:00;1;23.7;0;89
97416465;Ligne Paradis;08/01/2020 02:00;2;23.4;0;89
97416465;Ligne Paradis;08/01/2020 03:00;3;23.5;0;89
97416465;Ligne Paradis;08/01/2020 04:00;4;22.5;0;89
97416465;Ligne Paradis;08/01/2020 05:00;5;22.6;0;90
97416465;Ligne Paradis;08/01/2020 06:00;6;22.4;1;90
97416465;Ligne Paradis;08/01/2020 07:00;7;26.2;32;82
97416465;Ligne Paradis;08/01/2020 08:00;8;28.1;86;76
97416465;Ligne Paradis;08/01/2020 09:00;9;28.3;149;73
97416465;Ligne Paradis;08/01/2020 10:00;10;28.8;256;72
97416465;Ligne Paradis;08/01/2020 11:00;11;28.7;331;72
97416465;Ligne Paradis;08/01/2020 12:00;12;27.7;317;74
97416465;Ligne Paradis;08/01/2020 13:00;13;27.5;283;71
97416465;Ligne Paradis;08/01/2020 14:00;14;28.4;209;71
97416465;Ligne Paradis;08/01/2020 15:00;15;27.2;157;71
97416465;Ligne Paradis;08/01/2020 16:00;16;27.1;100;72
97416465;Ligne Paradis;08/01/2020 17:00;17;26.3;60;75
97416465;Ligne Paradis;08/01/2020 18:00;18;26;39;79
97416465;Ligne Paradis;08/01/2020 19:00;19;25.4;15;82
97416465;Ligne Paradis;08/01/2020 20:00;20;24.6;0;85
97416465;Ligne Paradis;08/01/2020 21:00;21;24.3;0;87
97416465;Ligne Paradis;08/01/2020 22:00;22;23.9;0;89
97416465;Ligne Paradis;08/01/2020 23:00;23;23.6;0;90
97416465;Ligne Paradis;09/01/2020 00:00;0;23.3;0;86
97416465;Ligne Paradis;09/01/2020 01:00;1;22.5;0;87
97416465;Ligne Paradis;09/01/2020 02:00;2;22.5;0;86
97416465;Ligne Paradis;09/01/2020 03:00;3;22;0;85
97416465;Ligne Paradis;09/01/2020 04:00;4;21.3;0;84
97416465;Ligne Paradis;09/01/2020 05:00;5;21.4;0;86
97416465;Ligne Paradis;09/01/2020 06:00;6;22.3;1;83
97416465;Ligne Paradis;09/01/2020 07:00;7;25.5;31;75
97416465;Ligne Paradis;09/01/2020 08:00;8;26.3;108;70
97416465;Ligne Paradis;09/01/2020 09:00;9;27;190;71
97416465;Ligne Paradis;09/01/2020 10:00;10;26;252;70
97416465;Ligne Paradis;09/01/2020 11:00;11;25.8;197;69
97416465;Ligne Paradis;09/01/2020 12:00;12;26.7;376;67
97416465;Ligne Paradis;09/01/2020 13:00;13;26.6;371;65
97416465;Ligne Paradis;09/01/2020 14:00;14;26.3;247;67
97416465;Ligne Paradis;09/01/2020 15:00;15;27.9;335;69
97416465;Ligne Paradis;09/01/2020 16:00;16;26.7;216;69
97416465;Ligne Paradis;09/01/2020 17:00;17;25.3;117;73
97416465;Ligne Paradis;09/01/2020 18:00;18;25.5;94;78
97416465;Ligne Paradis;09/01/2020 19:00;19;24.6;40;83
97416465;Ligne Paradis;09/01/2020 20:00;20;23.9;0;85
97416465;Ligne Paradis;09/01/2020 21:00;21;23.7;0;87
97416465;Ligne Paradis;09/01/2020 22:00;22;23;0;89
97416465;Ligne Paradis;09/01/2020 23:00;23;22.7;0;88
97416465;Ligne Paradis;10/01/2020 00:00;0;22.6;0;88
97416465;Ligne Paradis;10/01/2020 01:00;1;21.6;0;85
97416465;Ligne Paradis;10/01/2020 02:00;2;21.4;0;84
97416465;Ligne Paradis;10/01/2020 03:00;3;20.5;0;82
97416465;Ligne Paradis;10/01/2020 04:00;4;19.7;0;82
97416465;Ligne Paradis;10/01/2020 05:00;5;19;0;80
97416465;Ligne Paradis;10/01/2020 06:00;6;18.6;1;78
97416465;Ligne Paradis;10/01/2020 07:00;7;22;29;73
97416465;Ligne Paradis;10/01/2020 08:00;8;25.5;108;70
97416465;Ligne Paradis;10/01/2020 09:00;9;27;187;67
97416465;Ligne Paradis;10/01/2020 10:00;10;25.3;241;66
97416465;Ligne Paradis;10/01/2020 11:00;11;26.3;230;66
97416465;Ligne Paradis;10/01/2020 12:00;12;28.4;382;64
97416465;Ligne Paradis;10/01/2020 13:00;13;27.5;393;65
97416465;Ligne Paradis;10/01/2020 14:00;14;28.5;383;69
97416465;Ligne Paradis;10/01/2020 15:00;15;27.8;335;71
97416465;Ligne Paradis;10/01/2020 16:00;16;27.3;287;72
97416465;Ligne Paradis;10/01/2020 17:00;17;26.8;205;75
97416465;Ligne Paradis;10/01/2020 18:00;18;26;125;78
97416465;Ligne Paradis;10/01/2020 19:00;19;24.5;34;83
97416465;Ligne Paradis;10/01/2020 20:00;20;23.9;0;87
97416465;Ligne Paradis;10/01/2020 21:00;21;21.9;0;86
97416465;Ligne Paradis;10/01/2020 22:00;22;22.3;0;86
97416465;Ligne Paradis;10/01/2020 23:00;23;21.2;0;85
97416465;Ligne Paradis;11/01/2020 00:00;0;21.3;0;88
97416465;Ligne Paradis;11/01/2020 01:00;1;21.4;0;86
97416465;Ligne Paradis;11/01/2020 02:00;2;21.7;0;84
97416465;Ligne Paradis;11/01/2020 03:00;3;21.5;0;83
97416465;Ligne Paradis;11/01/2020 04:00;4;21.3;0;80
97416465;Ligne Paradis;11/01/2020 05:00;5;21.2;0;80
97416465;Ligne Paradis;11/01/2020 06:00;6;20.8;1;76
97416465;Ligne Paradis;11/01/2020 07:00;7;24;29;72
97416465;Ligne Paradis;11/01/2020 08:00;8;26.2;65;67
97416465;Ligne Paradis;11/01/2020 09:00;9;27.9;139;70
97416465;Ligne Paradis;11/01/2020 10:00;10;27.6;241;64
97416465;Ligne Paradis;11/01/2020 11:00;11;28.5;328;59
97416465;Ligne Paradis;11/01/2020 12:00;12;28.2;379;60
97416465;Ligne Paradis;11/01/2020 13:00;13;28.8;411;60
97416465;Ligne Paradis;11/01/2020 14:00;14;27.6;322;68
97416465;Ligne Paradis;11/01/2020 15:00;15;26.8;280;73
97416465;Ligne Paradis;11/01/2020 16:00;16;24.4;85;75
97416465;Ligne Paradis;11/01/2020 17:00;17;24;50;75
97416465;Ligne Paradis;11/01/2020 18:00;18;24.5;43;80
97416465;Ligne Paradis;11/01/2020 19:00;19;24.5;12;85
97416465;Ligne Paradis;11/01/2020 20:00;20;24.2;0;88
97416465;Ligne Paradis;11/01/2020 21:00;21;23.7;0;88
97416465;Ligne Paradis;11/01/2020 22:00;22;24.1;0;82
97416465;Ligne Paradis;11/01/2020 23:00;23;24;0;84
97416465;Ligne Paradis;12/01/2020 00:00;0;23.6;0;86
97416465;Ligne Paradis;12/01/2020 01:00;1;23.6;0;85
97416465;Ligne Paradis;12/01/2020 02:00;2;23;0;84
97416465;Ligne Paradis;12/01/2020 03:00;3;23.8;0;85
97416465;Ligne Paradis;12/01/2020 04:00;4;23.5;0;82
97416465;Ligne Paradis;12/01/2020 05:00;5;24;0;84
97416465;Ligne Paradis;12/01/2020 06:00;6;24.1;1;80
97416465;Ligne Paradis;12/01/2020 07:00;7;24.3;15;73
97416465;Ligne Paradis;12/01/2020 08:00;8;26.5;87;72
97416465;Ligne Paradis;12/01/2020 09:00;9;26.4;174;72
97416465;Ligne Paradis;12/01/2020 10:00;10;28.1;232;70
97416465;Ligne Paradis;12/01/2020 11:00;11;27.5;328;68
97416465;Ligne Paradis;12/01/2020 12:00;12;28.7;382;66
97416465;Ligne Paradis;12/01/2020 13:00;13;29;404;67
97416465;Ligne Paradis;12/01/2020 14:00;14;29.3;372;66
97416465;Ligne Paradis;12/01/2020 15:00;15;28.6;340;67
97416465;Ligne Paradis;12/01/2020 16:00;16;28.4;197;68
97416465;Ligne Paradis;12/01/2020 17:00;17;28.9;220;72
97416465;Ligne Paradis;12/01/2020 18:00;18;27.1;146;79
97416465;Ligne Paradis;12/01/2020 19:00;19;25.9;49;83
97416465;Ligne Paradis;12/01/2020 20:00;20;25.3;0;82
97416465;Ligne Paradis;12/01/2020 21:00;21;24.4;0;78
97416465;Ligne Paradis;12/01/2020 22:00;22;24.8;0;78
97416465;Ligne Paradis;12/01/2020 23:00;23;25;0;79
97416465;Ligne Paradis;13/01/2020 00:00;0;25.1;0;88
97416465;Ligne Paradis;13/01/2020 01:00;1;23.7;0;79
97416465;Ligne Paradis;13/01/2020 02:00;2;24.1;0;79
97416465;Ligne Paradis;13/01/2020 03:00;3;23.3;0;81
97416465;Ligne Paradis;13/01/2020 04:00;4;23.2;0;80
97416465;Ligne Paradis;13/01/2020 05:00;5;23.3;0;78
97416465;Ligne Paradis;13/01/2020 06:00;6;22.9;1;75
97416465;Ligne Paradis;13/01/2020 07:00;7;26.1;31;74
97416465;Ligne Paradis;13/01/2020 08:00;8;27.8;96;67
97416465;Ligne Paradis;13/01/2020 09:00;9;28.3;183;64
97416465;Ligne Paradis;13/01/2020 10:00;10;29;238;63
97416465;Ligne Paradis;13/01/2020 11:00;11;29.1;234;64
97416465;Ligne Paradis;13/01/2020 12:00;12;30.3;382;61
97416465;Ligne Paradis;13/01/2020 13:00;13;30.4;392;64
97416465;Ligne Paradis;13/01/2020 14:00;14;30.9;360;67
97416465;Ligne Paradis;13/01/2020 15:00;15;29.6;271;69
97416465;Ligne Paradis;13/01/2020 16:00;16;28.1;109;69
97416465;Ligne Paradis;13/01/2020 17:00;17;27.7;73;72
97416465;Ligne Paradis;13/01/2020 18:00;18;29.4;105;77
97416465;Ligne Paradis;13/01/2020 19:00;19;26.7;47;81
97416465;Ligne Paradis;13/01/2020 20:00;20;25.4;0;82
97416465;Ligne Paradis;13/01/2020 21:00;21;24.7;0;82
97416465;Ligne Paradis;13/01/2020 22:00;22;24.6;0;78
97416465;Ligne Paradis;13/01/2020 23:00;23;24.2;0;79
97416465;Ligne Paradis;14/01/2020 00:00;0;23.6;0;81
97416465;Ligne Paradis;14/01/2020 01:00;1;23.4;0;81
97416465;Ligne Paradis;14/01/2020 02:00;2;23.2;0;80
97416465;Ligne Paradis;14/01/2020 03:00;3;23.3;0;80
97416465;Ligne Paradis;14/01/2020 04:00;4;22.9;0;77
97416465;Ligne Paradis;14/01/2020 05:00;5;23.6;0;77
97416465;Ligne Paradis;14/01/2020 06:00;6;23.1;1;72
97416465;Ligne Paradis;14/01/2020 07:00;7;25.1;25;68
97416465;Ligne Paradis;14/01/2020 08:00;8;28.5;101;64
97416465;Ligne Paradis;14/01/2020 09:00;9;29.1;150;62
97416465;Ligne Paradis;14/01/2020 10:00;10;29.7;254;61
97416465;Ligne Paradis;14/01/2020 11:00;11;29.2;322;62
97416465;Ligne Paradis;14/01/2020 12:00;12;29;368;62
97416465;Ligne Paradis;14/01/2020 13:00;13;28.7;326;59
97416465;Ligne Paradis;14/01/2020 14:00;14;28.8;277;71
97416465;Ligne Paradis;14/01/2020 15:00;15;29.6;277;72
97416465;Ligne Paradis;14/01/2020 16:00;16;28.1;131;77
97416465;Ligne Paradis;14/01/2020 17:00;17;28;118;81
97416465;Ligne Paradis;14/01/2020 18:00;18;27.6;61;82
97416465;Ligne Paradis;14/01/2020 19:00;19;26.8;25;85
97416465;Ligne Paradis;14/01/2020 20:00;20;25.9;0;90
97416465;Ligne Paradis;14/01/2020 21:00;21;24.9;0;91
97416465;Ligne Paradis;14/01/2020 22:00;22;25;0;91
97416465;Ligne Paradis;14/01/2020 23:00;23;24.1;0;90
97416465;Ligne Paradis;15/01/2020 00:00;0;23.5;0;79
97416465;Ligne Paradis;15/01/2020 01:00;1;23.9;0;90
97416465;Ligne Paradis;15/01/2020 02:00;2;24.6;0;89
97416465;Ligne Paradis;15/01/2020 03:00;3;24.6;0;87
97416465;Ligne Paradis;15/01/2020 04:00;4;23.3;0;86
97416465;Ligne Paradis;15/01/2020 05:00;5;23.6;0;87
97416465;Ligne Paradis;15/01/2020 06:00;6;23.1;0;83
97416465;Ligne Paradis;15/01/2020 07:00;7;26.5;24;78
97416465;Ligne Paradis;15/01/2020 08:00;8;30.3;98;78
97416465;Ligne Paradis;15/01/2020 09:00;9;29.1;179;72
97416465;Ligne Paradis;15/01/2020 10:00;10;29.8;263;71
97416465;Ligne Paradis;15/01/2020 11:00;11;30.6;320;67
97416465;Ligne Paradis;15/01/2020 12:00;12;30.9;373;68
97416465;Ligne Paradis;15/01/2020 13:00;13;31.2;380;67
97416465;Ligne Paradis;15/01/2020 14:00;14;31;369;69
97416465;Ligne Paradis;15/01/2020 15:00;15;30.9;352;70
97416465;Ligne Paradis;15/01/2020 16:00;16;31.1;303;74
97416465;Ligne Paradis;15/01/2020 17:00;17;31.2;209;78
97416465;Ligne Paradis;15/01/2020 18:00;18;30.1;133;82
97416465;Ligne Paradis;15/01/2020 19:00;19;27.5;41;85
97416465;Ligne Paradis;15/01/2020 20:00;20;27;0;89
97416465;Ligne Paradis;15/01/2020 21:00;21;26.1;0;84
97416465;Ligne Paradis;15/01/2020 22:00;22;26.2;0;84
97416465;Ligne Paradis;15/01/2020 23:00;23;25.6;0;85
97416465;Ligne Paradis;16/01/2020 00:00;0;25.4;0;90
97416465;Ligne Paradis;16/01/2020 01:00;1;24.7;0;83
97416465;Ligne Paradis;16/01/2020 02:00;2;24.4;0;84
97416465;Ligne Paradis;16/01/2020 03:00;3;24.4;0;82
97416465;Ligne Paradis;16/01/2020 04:00;4;23.9;0;82
97416465;Ligne Paradis;16/01/2020 05:00;5;24.2;0;81
97416465;Ligne Paradis;16/01/2020 06:00;6;23.7;1;80
97416465;Ligne Paradis;16/01/2020 07:00;7;26.9;24;76
97416465;Ligne Paradis;16/01/2020 08:00;8;28.7;99;76
97416465;Ligne Paradis;16/01/2020 09:00;9;29.4;176;76
97416465;Ligne Paradis;16/01/2020 10:00;10;30.3;257;72
97416465;Ligne Paradis;16/01/2020 11:00;11;30.5;295;78
97416465;Ligne Paradis;16/01/2020 12:00;12;31.8;393;73
97416465;Ligne Paradis;16/01/2020 13:00;13;31.6;388;71
97416465;Ligne Paradis;16/01/2020 14:00;14;31.3;363;68
97416465;Ligne Paradis;16/01/2020 15:00;15;28.9;221;68
97416465;Ligne Paradis;16/01/2020 16:00;16;27.2;176;70
97416465;Ligne Paradis;16/01/2020 17:00;17;28.7;110;72
97416465;Ligne Paradis;16/01/2020 18:00;18;28.6;70;79
97416465;Ligne Paradis;16/01/2020 19:00;19;27.5;25;84
97416465;Ligne Paradis;16/01/2020 20:00;20;25.8;0;88
97416465;Ligne Paradis;16/01/2020 21:00;21;26;0;89
97416465;Ligne Paradis;16/01/2020 22:00;22;25.9;0;89
97416465;Ligne Paradis;16/01/2020 23:00;23;25.4;0;89
97416465;Ligne Paradis;17/01/2020 00:00;0;25.1;0;83
97416465;Ligne Paradis;17/01/2020 01:00;1;24.5;0;89
97416465;Ligne Paradis;17/01/2020 02:00;2;24.6;0;88
97416465;Ligne Paradis;17/01/2020 03:00;3;25;0;87
97416465;Ligne Paradis;17/01/2020 04:00;4;24.6;0;86
97416465;Ligne Paradis;17/01/2020 05:00;5;24.8;0;84
97416465;Ligne Paradis;17/01/2020 06:00;6;24.4;1;84
97416465;Ligne Paradis;17/01/2020 07:00;7;25.9;19;76
97416465;Ligne Paradis;17/01/2020 08:00;8;27;53;73
97416465;Ligne Paradis;17/01/2020 09:00;9;27.9;61;74
97416465;Ligne Paradis;17/01/2020 10:00;10;28.6;99;72
97416465;Ligne Paradis;17/01/2020 11:00;11;28.3;111;72
97416465;Ligne Paradis;17/01/2020 12:00;12;28.4;121;69
97416465;Ligne Paradis;17/01/2020 13:00;13;28.6;278;71
97416465;Ligne Paradis;17/01/2020 14:00;14;27.2;108;74
97416465;Ligne Paradis;17/01/2020 15:00;15;25.4;67;68
97416465;Ligne Paradis;17/01/2020 16:00;16;24.6;30;71
97416465;Ligne Paradis;17/01/2020 17:00;17;25.1;36;74
97416465;Ligne Paradis;17/01/2020 18:00;18;26.2;45;79
97416465;Ligne Paradis;17/01/2020 19:00;19;25.2;14;85
97416465;Ligne Paradis;17/01/2020 20:00;20;24.5;0;83
97416465;Ligne Paradis;17/01/2020 21:00;21;24.2;0;84
97416465;Ligne Paradis;17/01/2020 22:00;22;24.3;0;86
97416465;Ligne Paradis;17/01/2020 23:00;23;24.4;0;84
97416465;Ligne Paradis;18/01/2020 00:00;0;24.5;0;85
97416465;Ligne Paradis;18/01/2020 01:00;1;24.7;0;87
97416465;Ligne Paradis;18/01/2020 02:00;2;24.8;0;87
97416465;Ligne Paradis;18/01/2020 03:00;3;24.9;0;85
97416465;Ligne Paradis;18/01/2020 04:00;4;24.7;0;82
