E16_04A	E16_05A	E16_05B	E16_05E	E16_05F	E16_05G	E16_05H	E16_05J	E16_11A	E16_11B	E16_11C	E16_11D	E16_11E	E16_12H	E16_12I	E16_12L	E16_12M	E16_12N	E16_12O	E16_12P	E16_12Q	E16_14B	E16_14C	E16_14D	E16_14E	E16_14F	E16_14G	E16_14H	E16_14I	E16_14J	E16_14K	E16_14L	E16_14M	E16_14N	E16_14O	E16_15A	E16_16A	E16_16B	E16_16C	E16_16D	E16_16E	E16_16F	E16_16G	E16_16H	E16_16I	E16_16J	E16_17A	E16_17B	E16_17C	E16_17D	E16_17E	E16_17F	E16_17G	E16_17H	E16_17I	E16_30A	E16_30E	E16_37A	E16_37B	E16_37C	E16_37D	E16_37E	E16_37F	E16_37G	E16_37H	E16_37I	E16_37J	E16_37K	E16_37M	E16_38A	E16_01A	E16_01B	E16_02A	E16_02B	E16_02C	E16_03A	E16_03B	E16_03C	E16_03D	E16_03E	E16_04B	E16_04C	E16_05C	E16_05D	E16_05I	E16_12A	E16_12B	E16_12C	E16_12D	E16_12E	E16_12F	E16_12G	E16_12J	E16_12K	E16_30B	E16_30C	E16_30D	E16_37L	E16	mean
0.102770833333333	0.276385416666667	0.140270833333333	0.232635416666667	0.0343854166666667	0.140947916666667	0.292697916666667	0.29790625	0.188895833333333	0.1538125	0.12221875	0.12603125	0.0739479166666667	0.0694479166666667	0.120135416666667	0.395145833333333	0.187875	0.301385416666667	0.238197916666667	0.124645833333333	0.07221875	0.22984375	0.214229166666667	0.150010416666667	0.143395833333333	0.26596875	0.0288125	0.309385416666667	0.235760416666667	0.0531458333333333	0.258322916666667	0.122927083333333	0.137135416666667	0.3038125	0.0826458333333333	0.0631875	0.0170208333333333	0.0263958333333333	0.0204791666666667	0.0288333333333333	0.366666666666667	0.160416666666667	0.39271875	0.367364583333333	0.3305625	0.1676875	0.135770833333333	0.0572708333333333	0.122208333333333	0.118760416666667	0.112166666666667	0.1788125	0.11771875	0.135375	0.0517083333333333	0.139572916666667	0.126729166666667	0.16909375	0.177802083333333	0.10171875	0.397229166666667	0.3899375	0.401739583333333	0.37709375	0.400697916666667	0.401052083333333	0.39965625	0.21109375	0.398270833333333	0.112510416666667	0.131604166666667	0.01909375	0.1131875	0.118041666666667	0.0496666666666667	0.398625	0.20453125	0.05728125	0.06215625	0.12325	0.0367916666666667	0.0364583333333333	0.0295104166666667	0.0187395833333333	0.00520833333333333	0.390979166666667	0.290979166666667	0.103833333333333	0.36284375	0.125739583333333	0.32084375	0.233677083333333	0.399666666666667	0.35171875	0.062125	0.0840208333333333	0.0795	0.111447916666667	0.0808854166666667	0.179849326599327
