G3_02D	G3_02E	G3_02G	G3_03A	G3_03C	G3_03D	G3_03E	G3_03F	G3_04A	G3_04B	G3_04E	G3_05A	G3_06A	G3_07A	G3_07C	G3_07D	G3_08A	G3_08B	G3_08C	G3_09A	G3_09B	G3_09C	G3_09D	G3_09E	G3_09F	G3_10A	G3_10B	G3_10C	G3_10D	G3_11C	G3_11D	G3_11F	G3_12A	G3_13A	G3_13B	G3_13C	G3_13D	G3_13E	G3_14A	G3_14B	G3_14C	G3_14D	G3_15A	G3_16A	G3_16B	G3_16F	G3_19A	G3_19C	G3_20A	G3_20B	G3_20C	G3_20D	G3_20F	G3_21A	G3_21B	G3_21D	G3_21E	G3_21F	G3_21G	G3_22B	G3_22D	G3_23A	G3_24A	G3_25A	G3_25B	G3_25C	G3_25D	G3_26B	G3_27A	G3_27B	G3_27C	G3_28A	G3_28B	G3_29A	G3_29B	G3_29D	G3_29E	G3_30A	G3_30B	G3_31A	G3_32A	G3_32F	G3_34F	G3_35A	G3_36A	G3_36B	G3_36C	G3_37A	G3_37B	G3_01	G3_01A	G3_01B	G3_01C	G3_01D	G3_01E	G3_01F	G3_01G	G3_01H	G3_01I	G3_01J	G3_01K	G3_01L	G3_02A	G3_02B	G3_02C	G3_02F	G3_02H	G3_03B	G3_04C	G3_04D	G3_04F	G3_07B	G3_11A	G3_11B	G3_11E	G3_13F	G3_16C	G3_16D	G3_16E	G3_19B	G3_19D	G3_19E	G3_19F	G3_20E	G3_21C	G3_22A	G3_22C	G3_25E	G3_25F	G3_26A	G3_29C	G3_32B	G3_32C	G3_32D	G3_32E	G3_32G	G3_34A	G3_34B	G3_34C	G3_34D	G3_34E	G3_35B	G3	mean
0.216322916666667	0.0854166666666667	0.0784375	0.214229166666667	0.14825	0.32534375	0.0406041666666667	0.120822916666667	0.305895833333333	0.18471875	0.073625	0.0732708333333333	0.23090625	0.0513958333333333	0.120125	0.210072916666667	0.120833333333333	0.117364583333333	0.0961979166666667	0.225333333333333	0.246177083333333	0.129510416666667	0.113552083333333	0.1194375	0.0923541666666667	0.227770833333333	0.241677083333333	0.2295	0.234364583333333	0.067	0.179520833333333	0.13434375	0.160083333333333	0.100697916666667	0.15659375	0.115979166666667	0.0638854166666667	0.0649270833333333	0.174645833333333	0.22671875	0.19859375	0.2479375	0.299645833333333	0.148614583333333	0.162145833333333	0.16146875	0.220833333333333	0.128125	0.2444375	0.178114583333333	0.154166666666667	0.228833333333333	0.236447916666667	0.183	0.207291666666667	0.0833125	0.0927083333333333	0.0812708333333333	0.0635416666666667	0.199635416666667	0.245114583333333	0.11246875	0.20346875	0.207625	0.119104166666667	0.0905833333333333	0.0663229166666667	0.0923541666666667	0.238208333333333	0.193072916666667	0.102416666666667	0.271177083333333	0.188885416666667	0.282645833333333	0.217020833333333	0.246197916666667	0.0958333333333333	0.118770833333333	0.0913229166666667	0.24825	0.11596875	0.1125	0.16425	0.191333333333333	0.263197916666667	0.09340625	0.236458333333333	0.1551875	0.223260416666667	0.0843854166666667	0.0725520833333333	0.0499895833333333	0.0961875	0.107635416666667	0.0961770833333333	0.101375	0.123958333333333	0.0409583333333333	0.0562395833333333	0.0948020833333333	0.1059375	0.08159375	0.04896875	0.04028125	0.0583229166666667	0.0375	0.0416666666666667	0.067	0.0489583333333333	0.06253125	0.100333333333333	0.0590104166666667	0.0683958333333333	0.0315729166666667	0.0648854166666667	0.0583333333333333	0.138552083333333	0.0996458333333333	0.0812395833333333	0.0930416666666667	0.10590625	0.0586770833333333	0.120489583333333	0.0357604166666667	0.05590625	0.0718541666666667	0.0718854166666667	0.0361041666666667	0.0944270833333333	0.0819583333333333	0.0478958333333333	0.09203125	0.0347291666666667	0.03609375	0.0288020833333333	0.0447916666666667	0.103135416666667	0.092	0.109385416666667	0.0465416666666667	0.180208333333333	0.131604166666667	0.0847291666666667	0.130778918997669
