id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col,environment_id
0,NA,NA,NaT,NA,NA,0,1.303,1,3,mean
1,0,1,NaT,NA,NA,6,1.303,19,3,F14_10B
2,1,1,NaT,NA,NA,14,NA,16,3,F14_10B
3,2,1,2002-09-11,1,1,17,0.980,20,3,F14_10A
4,2,0,NaT,NA,NA,12,0.681,16,3,F14_10A
5,2,0,NaT,NA,NA,7,0.571,14,3,F14_10A
