id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col,environment_id
0,NA,NA,NaT,NA,NA,0,1.467,1,3,mean
1,0,1,NaT,NA,NA,10,1.467,1,3,F14_20
2,1,1,NaT,NA,NA,9,NA,8,3,F14_20
3,2,1,NaT,NA,NA,19,NA,20,3,F14_20
4,2,0,2020-09-11,1,1,12,0.901,16,3,F14_20
5,2,0,NaT,NA,NA,11,0.763,17,3,F14_20
6,2,0,NaT,NA,NA,7,0.379,9,3,F14_20
