id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col,environment_id
0,NA,NA,NaT,NA,NA,0,0.666,1,3,mean
1,0,1,NaT,NA,NA,1,0.666,7,3,F14_06
2,1,0,NaT,NA,NA,4,0.483,5,3,F14_06
3,2,1,2002-09-10,1,1,1,0.382,7,3,F14_06
4,1,0,NaT,NA,NA,3,0.462,5,3,F14_06
5,4,1,NaT,NA,NA,5,0.361,7,3,F14_06
