id,type,parent_id,scaffold_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,id_fruit,fruit_fresh_mass,fruit_dry_mass,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,environment_id,light_interception__sunlit_fraction_col
158,GU,157,1,1,NAT,NA,NA,,NA,NA,3,0.290208828146199,8,G3_01H,3
159,GU,158,1,1,NAT,NA,NA,,NA,NA,4,0.228618419386726,3,G3_01H,3
160,GU,159,1,1,NAT,NA,NA,,NA,NA,6,0.15,3,G3_01H,3
161,GU,152,1,0,NAT,NA,NA,,NA,NA,0,0.574,18,G3_01G,3
162,GU,161,1,0,NAT,NA,NA,,NA,NA,0,0.44763649684038,10,NA,3
163,GU,162,1,1,NAT,NA,NA,,NA,NA,1,0.400585450252999,4,G3_01G,3
164,GU,163,1,0,NAT,NA,NA,,NA,NA,10,0.229,9,G3_01G,3
165,GU,163,1,0,2020-09-12,1,1,1,NA,NA,7,0.2745,9,G3_01G,3
166,GU,161,1,0,NAT,NA,NA,,NA,NA,1,0.1625,8,G3_01G,3
167,scaffold,0,167,0,NaT,NA,NA,,NA,NA,0,7.96,72,NA,3
168,scaffold,167,167,0,NaT,NA,NA,,NA,NA,0,5.57,135,NA,3
169,undefined,168,167,1,NaT,NA,NA,,NA,NA,0,4.1,20,NA,3
170,GU,169,167,1,NaT,NA,NA,,NA,NA,0,3.0775,18,NA,3
171,branch_empty,170,167,0,NaT,NA,NA,,NA,NA,0,2.75,20,NA,3
172,GU,170,167,0,NaT,NA,NA,,NA,NA,0,2.908,20,NA,3
173,branch,172,167,0,2020-09-12,4,4,7a.7b.7c.7d,NA,NA,394,1.7405,20,NA,3
174,GU,172,167,0,NaT,NA,NA,,NA,NA,0,1.796,16,NA,3
175,GU,172,167,0,NaT,NA,NA,,NA,NA,0,2.1895,7,NA,3
176,GU,175,167,1,NaT,NA,NA,,NA,NA,0,1.61088717336669,10,NA,3
177,GU,176,167,1,NaT,NA,NA,,NA,NA,0,1.54630420979123,7,NA,3
178,GU,177,167,1,NaT,NA,NA,,NA,NA,0,1.48361717870882,15,NA,3
179,GU,178,167,0,NaT,NA,NA,,NA,NA,0,1.4635,13,NA,3
180,GU,178,167,0,NaT,NA,NA,,NA,NA,0,0.73358167489361,17,NA,3
181,GU,180,167,1,NaT,NA,NA,,NA,NA,0,0.764322170236148,3,NA,3
182,GU,181,167,1,NaT,NA,NA,,NA,NA,0,0.719717790493649,10,NA,3
183,GU,182,167,1,NaT,NA,NA,,NA,NA,0,0.675523731466462,7,NA,3
184,GU,183,167,0,NaT,NA,NA,,NA,NA,0,0.498755657345507,10,NA,3
185,GU,184,167,0,NaT,NA,NA,,NA,NA,8,0.276333940383162,10,G3_04E,3
186,GU,184,167,0,NaT,NA,NA,,NA,NA,9,0.298624157088948,7,G3_04E,3
187,GU,184,167,0,NaT,NA,NA,,NA,NA,8,0.287156941728534,8,G3_04E,3
188,GU,183,167,0,NaT,NA,NA,,NA,NA,1,0.395515045417405,11,G3_04E,3
189,GU,188,167,0,NaT,NA,NA,,NA,NA,10,0.218683059642682,7,G3_04E,3
190,GU,189,167,1,NaT,NA,NA,,NA,NA,2,0.1355,2,G3_04E,3
191,GU,188,167,0,NaT,NA,NA,,NA,NA,6,0.153,8,G3_04E,3
192,GU,188,167,0,NaT,NA,NA,,NA,NA,5,0.1515,6,G3_04E,3
193,GU,183,167,0,NaT,NA,NA,,NA,NA,0,0.434308848057847,10,NA,3
194,GU,193,167,1,NaT,NA,NA,,NA,NA,8,0.287577675389945,8,G3_04E,3
195,GU,194,167,1,NaT,NA,NA,,NA,NA,11,0.2255,10,G3_04E,3
196,GU,193,167,0,NaT,NA,NA,,NA,NA,8,0.280054387584063,7,G3_04E,3
197,GU,196,167,1,NaT,NA,NA,,NA,NA,8,0.2165,8,G3_04E,3
198,GU,178,167,0,NaT,NA,NA,,NA,NA,0,0.905888546339243,13,NA,3
199,GU,198,167,1,NaT,NA,NA,,NA,NA,0,0.859212757156408,8,NA,3
200,GU,199,167,1,NaT,NA,NA,,NA,NA,0,0.813327311054137,12,NA,3
201,GU,200,167,0,NaT,NA,NA,,NA,NA,0,0.585274020405305,10,NA,3
202,GU,201,167,1,NaT,NA,NA,,NA,NA,2,0.541202111747895,8,G3_04E,3
203,GU,202,167,0,NaT,NA,NA,,NA,NA,0,0.377232441554977,7,NA,3
204,GU,203,167,1,NaT,NA,NA,,NA,NA,12,0.326146821788723,10,G3_04E,3
205,GU,204,167,1,2020-09-12,2,2,5b.5c,NA,NA,14,0.27,14,G3_04E,3
206,GU,202,167,0,NaT,NA,NA,,NA,NA,1,0.377232441554977,5,G3_04E,3
207,GU,206,167,1,NaT,NA,NA,,NA,NA,12,0.326146821788723,8,G3_04E,3
208,GU,207,167,1,NaT,NA,NA,,NA,NA,13,0.27,12,G3_04E,3
209,GU,200,167,0,NaT,NA,NA,,NA,NA,0,0.546068287612175,10,NA,3
210,GU,209,167,1,NaT,NA,NA,,NA,NA,2,0.501579753724811,6,G3_04E,3
211,GU,210,167,0,NaT,NA,NA,,NA,NA,1,0.334010307214352,6,G3_04E,3
212,GU,211,167,1,NaT,NA,NA,,NA,NA,8,0.278811091427304,8,G3_04E,3
213,GU,212,167,1,NaT,NA,NA,,NA,NA,10,0.215,11,G3_04E,3
214,GU,210,167,0,NaT,NA,NA,,NA,NA,4,0.352306556005864,7,G3_04E,3
215,GU,214,167,1,NaT,NA,NA,,NA,NA,10,0.299052988458709,11,G3_04E,3
216,GU,215,167,1,NaT,NA,NA,,NA,NA,13,0.239,12,G3_04E,3
217,GU,200,167,0,NaT,NA,NA,,NA,NA,0,0.543034372811829,10,NA,3
218,GU,217,167,0,NaT,NA,NA,,NA,NA,3,0.346486975945966,10,G3_04E,3
219,GU,218,167,1,NaT,NA,NA,,NA,NA,12,0.292650831246188,10,G3_04E,3
220,GU,219,167,1,NaT,NA,NA,,NA,NA,10,0.2315,12,G3_04E,3
221,GU,217,167,0,NaT,NA,NA,,NA,NA,0,0.408543548060261,10,NA,3
222,GU,221,167,1,NaT,NA,NA,,NA,NA,5,0.359569618799593,13,G3_04E,3
223,GU,222,167,1,NaT,NA,NA,,NA,NA,16,0.307,17,G3_04E,3
224,GU,180,167,0,NaT,NA,NA,,NA,NA,0,0.247339562995257,11,NA,3
225,GU,224,167,1,NaT,NA,NA,,NA,NA,8,0.1755,5,G3_04E,3
226,GU,180,167,0,NaT,NA,NA,,NA,NA,0,0.291105404440641,6,NA,3
227,GU,226,167,1,NaT,NA,NA,,NA,NA,0,0.229677775897201,3,NA,3
228,GU,227,167,1,NaT,NA,NA,,NA,NA,6,0.1515,4,G3_04E,3
229,branch,175,167,0,NaT,NA,NA,,NA,NA,20,0.395,20,NA,3
230,branch,175,167,0,NaT,NA,NA,,NA,NA,1,0.115,20,NA,3
231,GU,185,167,1,NaT,NA,NA,,NA,NA,6,0.212,8,G3_04E,3
232,GU,186,167,1,NaT,NA,NA,,NA,NA,6,0.2385,6,G3_04E,3
233,GU,187,167,1,NaT,NA,NA,,NA,NA,6,0.225,7,G3_04E,3
234,GU,179,167,1,NaT,NA,NA,,NA,NA,0,1.31000900906036,6,NA,3
235,GU,234,167,1,NaT,NA,NA,,NA,NA,0,1.25395739239726,9,NA,3
236,GU,235,167,1,NaT,NA,NA,,NA,NA,0,1.29104476533337,9,NA,3
237,GU,236,167,1,NaT,NA,NA,,NA,NA,4,1.2355,11,G3_04D,3
238,GU,237,167,0,NaT,NA,NA,,NA,NA,4,0.55834864467507,13,G3_06A,3
239,GU,238,167,1,NaT,NA,NA,,NA,NA,4,0.514019509595982,14,G3_06A,3
240,GU,239,167,1,NaT,NA,NA,,NA,NA,17,0.468971695975778,15,G3_06A,3
241,GU,240,167,1,2020-09-12,2,2,6.6a,NA,NA,18,0.399,19,G3_06A,3
242,GU,240,167,0,NaT,NA,NA,,NA,NA,8,0.1975,11,G3_06A,3
243,GU,237,167,0,NaT,NA,NA,,NA,NA,3,0.884,18,G3_04A,3
244,GU,243,167,0,NaT,NA,NA,,NA,NA,2,0.527609859032079,10,G3_04A,3
245,GU,244,167,1,NaT,NA,NA,,NA,NA,15,0.482826146545198,15,G3_04A,3
246,GU,245,167,1,2020-09-12,1,1,4,NA,NA,18,0.437,20,G3_04A,3
247,GU,237,167,0,NaT,NA,NA,,NA,NA,5,0.387330384227121,12,G3_04B,3
248,GU,247,167,1,NaT,NA,NA,,NA,NA,2,0.336991880012193,7,G3_04B,3
249,GU,248,167,1,NaT,NA,NA,,NA,NA,14,0.282133397587178,9,G3_04B,3
250,GU,249,167,1,NaT,NA,NA,,NA,NA,1,0.219,9,G3_04B,3
251,GU,237,167,0,NaT,NA,NA,,NA,NA,5,0.381455406904112,12,G3_04C,3
252,GU,251,167,1,NaT,NA,NA,,NA,NA,3,0.330690556541825,6,G3_04C,3
253,GU,252,167,1,NaT,NA,NA,,NA,NA,14,0.275100170510097,8,G3_04C,3
254,GU,253,167,1,2020-09-12,1,1,5a,NA,NA,6,0.2105,7,G3_04C,3
255,GU,235,167,0,NaT,NA,NA,,NA,NA,0,0.364602849191814,4,NA,3
256,GU,255,167,1,NaT,NA,NA,,NA,NA,0,0.312480890050391,3,NA,3
257,GU,256,167,1,NaT,NA,NA,,NA,NA,11,0.2545,11,G3_04D,3
258,GU,179,167,0,NaT,NA,NA,,NA,NA,0,0.3922736439053,7,NA,3
259,GU,258,167,1,NaT,NA,NA,,NA,NA,0,0.342276771943155,4,NA,3
260,GU,259,167,1,NaT,NA,NA,,NA,NA,5,0.287998726285525,7,G3_05A,3
261,GU,260,167,1,2020-09-12,1,1,5,NA,NA,8,0.226,5,G3_05A,3
262,GU,174,167,0,NaT,NA,NA,,NA,NA,0,1.445,10,NA,3
263,GU,262,167,1,NaT,NA,NA,,NA,NA,0,1.39845558876858,6,NA,3
264,GU,263,167,1,NaT,NA,NA,,NA,NA,0,1.33998427486422,15,NA,3
265,GU,264,167,1,NaT,NA,NA,,NA,NA,0,1.274,17,NA,3
266,GU,265,167,0,NaT,NA,NA,,NA,NA,7,0.2295,14,G3_07D,3
267,GU,265,167,0,NaT,NA,NA,,NA,NA,9,0.2905,14,G3_07D,3
268,GU,265,167,0,NaT,NA,NA,,NA,NA,7,0.241,12,G3_07D,3
269,GU,265,167,0,NaT,NA,NA,,NA,NA,8,0.2535,16,G3_07D,3
270,GU,265,167,0,NaT,NA,NA,,NA,NA,0,0.481529619961396,2,NA,3
271,GU,270,167,1,NaT,NA,NA,,NA,NA,0,0.435665369179847,10,NA,3
272,GU,271,167,0,NaT,NA,NA,,NA,NA,0,0.316864720331382,5,NA,3
273,GU,272,167,1,NaT,NA,NA,,NA,NA,16,0.2595,12,G3_07D,3
274,GU,271,167,0,NaT,NA,NA,,NA,NA,1,0.249250039148813,6,G3_07D,3
275,GU,274,167,1,NaT,NA,NA,,NA,NA,6,0.178,5,G3_07D,3
276,GU,264,167,0,NaT,NA,NA,,NA,NA,0,0.664,7,NA,3
277,GU,276,167,0,NaT,NA,NA,,NA,NA,0,0.470701102115661,6,NA,3
278,GU,277,167,1,NaT,NA,NA,,NA,NA,0,0.424498792681742,10,NA,3
279,GU,278,167,1,NaT,NA,NA,,NA,NA,0,0.376392685090119,4,NA,3
280,GU,279,167,1,NaT,NA,NA,,NA,NA,4,0.325241800613049,5,G3_07B,3
281,GU,280,167,1,NaT,NA,NA,,NA,NA,12,0.268981137620623,12,G3_07B,3
282,GU,281,167,1,NaT,NA,NA,,NA,NA,9,0.203,5,G3_07B,3
283,GU,276,167,0,NaT,NA,NA,,NA,NA,0,0.632574502260791,5,NA,3
284,GU,283,167,1,NaT,NA,NA,,NA,NA,2,0.588693062970143,14,G3_07A,3
285,GU,284,167,1,NaT,NA,NA,,NA,NA,2,0.544645466309632,4,G3_07A,3
286,GU,285,167,1,NaT,NA,NA,,NA,NA,10,0.500136620054372,8,G3_07A,3
287,GU,286,167,1,NaT,NA,NA,,NA,NA,10,0.454773848204347,14,G3_07A,3
288,GU,287,167,1,NaT,NA,NA,,NA,NA,16,0.408005426064513,10,G3_07A,3
289,GU,288,167,1,2020-09-12,1,1,7,NA,NA,15,0.359,15,G3_07A,3
290,GU,174,167,0,NaT,NA,NA,,NA,NA,0,0.7415,5,NA,3
291,GU,290,167,1,NaT,NA,NA,,NA,NA,0,0.669186501481636,7,NA,3
292,GU,291,167,1,NaT,NA,NA,,NA,NA,0,0.625264447256183,6,NA,3
293,GU,292,167,0,NaT,NA,NA,,NA,NA,3,0.315023960012534,12,G3_07C,3
294,GU,293,167,1,NaT,NA,NA,,NA,NA,3,0.257403869973015,5,G3_07C,3
295,GU,294,167,1,NaT,NA,NA,,NA,NA,7,0.1885,4,G3_07C,3
296,GU,292,167,0,NaT,NA,NA,,NA,NA,0,0.306385313254217,10,NA,3
297,GU,296,167,1,NaT,NA,NA,,NA,NA,1,0.2475,10,G3_07C,3
298,GU,292,167,0,NaT,NA,NA,,NA,NA,0,0.540171012228139,10,NA,3
299,GU,298,167,1,NaT,NA,NA,,NA,NA,0,0.495595699443378,11,NA,3
300,GU,299,167,1,NaT,NA,NA,,NA,NA,4,0.450119279914115,5,G3_07C,3
301,GU,300,167,1,NaT,NA,NA,,NA,NA,4,0.403168685438538,10,G3_07C,3
302,GU,301,167,1,NaT,NA,NA,,NA,NA,8,0.353873219018578,7,G3_07C,3
303,GU,302,167,1,NaT,NA,NA,,NA,NA,7,0.300771122846068,5,G3_07C,3
304,GU,303,167,1,NaT,NA,NA,,NA,NA,8,0.241,10,G3_07C,3
305,scaffold,167,167,0,NaT,NA,NA,,NA,NA,0,6.85,87,NA,3
306,scaffold,305,167,0,NaT,NA,NA,,NA,NA,0,5.061,30,NA,3
307,scaffold,305,167,0,NaT,NA,NA,,NA,NA,0,6.05,30,NA,3
308,scaffold,306,167,1,NaT,NA,NA,,NA,NA,0,4.5,20,NA,3
309,multiple_GU,308,167,0,NaT,NA,NA,,NA,NA,0,4.35,41,NA,3
310,multiple_GU,309,167,0,NaT,NA,NA,,NA,NA,0,3.6,18,NA,3
311,branch_empty,309,167,0,NaT,NA,NA,,NA,NA,0,0.9,20,NA,3
312,multiple_GU,310,167,1,NaT,NA,NA,,NA,NA,0,2.85,18,NA,3
313,GU,310,167,0,NaT,NA,NA,,NA,NA,0,2.27,9,NA,3
314,GU,312,167,0,NaT,NA,NA,,NA,NA,0,2.5065,15,NA,3
315,branch_empty,312,167,0,NaT,NA,NA,,NA,NA,0,2.4,20,NA,3
316,GU,308,167,0,NaT,NA,NA,,NA,NA,0,2.9695,9,NA,3
317,GU,314,167,0,NaT,NA,NA,,NA,NA,0,1.98450717902584,16,NA,3
318,GU,317,167,0,NaT,NA,NA,,NA,NA,0,1.9085,10,NA,3
319,GU,318,167,1,NaT,NA,NA,,NA,NA,0,1.83277786336674,10,NA,3
320,GU,319,167,1,NaT,NA,NA,,NA,NA,0,1.76148911317067,12,NA,3
321,GU,320,167,0,NaT,NA,NA,,NA,NA,0,1.27,9,NA,3
322,branch,320,167,0,NaT,NA,NA,,NA,NA,32,0.498,20,NA,3
323,branch,320,167,0,2020-09-12,7,7,15e.15f.15g.15h.15i.15j.15k,NA,NA,211,1.272,20,NA,3
324,GU,320,167,0,NaT,NA,NA,,NA,NA,0,1.23449644882498,15,NA,3
325,GU,324,167,1,NaT,NA,NA,,NA,NA,0,1.102,9,NA,3
326,branch,325,167,0,NaT,NA,NA,,NA,NA,5,0.1985,20,NA,3
327,branch,325,167,0,NaT,NA,NA,,NA,NA,5,0.194,20,NA,3
328,branch,325,167,0,NaT,NA,NA,,NA,NA,2,0.134,20,NA,3
329,branch,324,167,0,NaT,NA,NA,,NA,NA,17,0.366,20,NA,3
330,branch,324,167,0,2020-09-12,3,3,15b.15c.15d,NA,NA,134,1.012,20,NA,3
331,GU,313,167,1,NaT,NA,NA,,NA,NA,0,1.89565374576868,24,NA,3
332,GU,331,167,0,NaT,NA,NA,,NA,NA,0,1.34098529563462,9,NA,3
333,GU,332,167,1,NaT,NA,NA,,NA,NA,0,1.28409630133992,7,NA,3
334,GU,333,167,1,NaT,NA,NA,,NA,NA,0,1.22873609178268,6,NA,3
335,GU,334,167,1,NaT,NA,NA,,NA,NA,0,1.17482269661527,10,NA,3
336,GU,335,167,0,NaT,NA,NA,,NA,NA,0,0.905,15,NA,3
337,branch,335,167,0,NaT,NA,NA,,NA,NA,29,0.4735,20,G3_16D,3
338,branch,335,167,0,NaT,NA,NA,,NA,NA,37,0.5365,20,G3_16E,3
339,branch,335,167,0,NaT,NA,NA,,NA,NA,105,0.8955,20,G3_16F,3
340,GU,331,167,0,NaT,NA,NA,,NA,NA,0,1.5475,5,NA,3
341,GU,340,167,1,NaT,NA,NA,,NA,NA,0,1.3774663536647,7,NA,3
342,GU,341,167,1,NaT,NA,NA,,NA,NA,0,1.31957704588224,7,NA,3
343,GU,342,167,1,NaT,NA,NA,,NA,NA,0,1.26326800602495,14,NA,3
344,GU,343,167,1,NaT,NA,NA,,NA,NA,0,1.0965,16,NA,3
345,branch,343,167,0,NaT,NA,NA,,NA,NA,96,0.859,20,G3_13F,3
346,branch,343,167,0,NaT,NA,NA,,NA,NA,55,0.648,20,G3_13E,3
347,branch,343,167,0,NaT,NA,NA,,NA,NA,17,0.3635,20,G3_13D,3
348,GU,336,167,1,NaT,NA,NA,,NA,NA,0,0.858340083470814,11,NA,3
349,GU,348,167,0,NaT,NA,NA,,NA,NA,0,0.812468522663165,11,NA,3
350,GU,349,167,1,NaT,NA,NA,,NA,NA,0,0.762561900489148,6,NA,3
351,GU,350,167,1,NaT,NA,NA,,NA,NA,3,0.68555297485556,9,G3_16B,3
352,GU,351,167,1,NaT,NA,NA,,NA,NA,13,0.641567986914561,10,G3_16B,3
353,GU,352,167,1,NaT,NA,NA,,NA,NA,17,0.597690340512475,19,G3_16B,3
354,GU,353,167,1,NaT,NA,NA,,NA,NA,13,0.491701618128716,15,G3_16A,3
355,GU,354,167,1,2020-09-12,1,1,16,NA,NA,18,0.438,22,G3_16A,3
356,GU,354,167,0,NaT,NA,NA,,NA,NA,3,0.1795,10,G3_16A,3
357,GU,353,167,0,NaT,NA,NA,,NA,NA,5,0.344991128955637,10,G3_16A,3
358,GU,357,167,1,2020-09-12,1,1,16a,NA,NA,11,0.291,15,G3_16A,3
359,GU,350,167,0,NaT,NA,NA,,NA,NA,1,0.395437425895831,8,G3_11C,3
360,GU,359,167,0,NaT,NA,NA,,NA,NA,9,0.2,9,G3_11C,3
361,GU,359,167,0,NaT,NA,NA,,NA,NA,6,0.1435,7,G3_11C,3
362,GU,359,167,0,NaT,NA,NA,,NA,NA,6,0.183,9,G3_11C,3
363,GU,349,167,0,NaT,NA,NA,,NA,NA,0,0.535484445621515,7,NA,3
364,GU,362,167,0,NaT,NA,NA,,NA,NA,8,0.1825,8,G3_11C,3
365,GU,349,167,0,NaT,NA,NA,,NA,NA,3,0.255053452700968,9,G3_11C,3
366,GU,365,167,1,NaT,NA,NA,,NA,NA,8,0.1855,7,G3_11C,3
367,GU,344,167,0,NaT,NA,NA,,NA,NA,0,1.22408484242743,7,NA,3
368,GU,367,167,1,NaT,NA,NA,,NA,NA,0,1.1702909903795,13,NA,3
369,GU,368,167,0,NaT,NA,NA,,NA,NA,0,0.982652558247667,5,NA,3
370,GU,369,167,1,NaT,NA,NA,,NA,NA,0,0.9345,4,G3_13C,3
371,GU,370,167,0,NaT,NA,NA,,NA,NA,0,0.526209513686524,9,NA,3
372,GU,371,167,1,NaT,NA,NA,,NA,NA,10,0.481400498293784,8,G3_13C,3
373,GU,372,167,1,NaT,NA,NA,,NA,NA,12,0.435532425617074,14,G3_13C,3
374,GU,373,167,0,NaT,NA,NA,,NA,NA,8,0.2725,10,G3_13C,3
375,GU,373,167,0,NaT,NA,NA,,NA,NA,5,0.157,6,G3_13C,3
376,GU,373,167,0,NaT,NA,NA,,NA,NA,2,0.225128720653063,5,G3_13C,3
377,GU,376,167,1,NaT,NA,NA,,NA,NA,5,0.145,5,G3_13C,3
378,GU,368,167,0,NaT,NA,NA,,NA,NA,0,0.770680271664937,3,NA,3
379,GU,378,167,1,NaT,NA,NA,,NA,NA,0,0.726006207249943,14,NA,3
380,GU,379,167,1,NaT,NA,NA,,NA,NA,0,0.681763166014986,15,NA,3
381,GU,380,167,0,NaT,NA,NA,,NA,NA,8,0.435386839622821,14,G3_13B,3
382,GU,381,167,1,NaT,NA,NA,,NA,NA,11,0.387805036143014,12,G3_13B,3
383,GU,382,167,1,NaT,NA,NA,,NA,NA,14,0.3375,19,G3_13B,3
384,GU,380,167,0,NaT,NA,NA,,NA,NA,6,0.192,12,G3_13B,3
385,GU,380,167,0,NaT,NA,NA,,NA,NA,10,0.450936888951019,14,G3_13B,3
386,GU,385,167,1,NaT,NA,NA,,NA,NA,11,0.404018870115491,8,G3_13B,3
387,GU,386,167,0,NaT,NA,NA,,NA,NA,11,0.2775,17,G3_13B,3
388,GU,386,167,0,NaT,NA,NA,,NA,NA,8,0.2325,11,G3_13B,3
389,GU,380,167,0,NaT,NA,NA,,NA,NA,6,0.422081164868013,13,G3_13A,3
390,GU,389,167,1,NaT,NA,NA,,NA,NA,7,0.37385144907822,6,G3_13A,3
391,GU,390,167,1,2020-09-12,1,1,13,NA,NA,14,0.3225,15,G3_13A,3
392,GU,321,167,1,NaT,NA,NA,,NA,NA,0,1.21501223587531,2,NA,3
393,GU,392,167,1,NaT,NA,NA,,NA,NA,0,1.16145061052817,10,NA,3
394,GU,393,167,0,NaT,NA,NA,,NA,NA,0,0.450059491505245,14,NA,3
395,GU,393,167,0,NaT,NA,NA,,NA,NA,0,0.328854123053669,17,NA,3
396,GU,395,167,1,NaT,NA,NA,,NA,NA,1,0.2185,6,G3_14C,3
397,GU,395,167,0,NaT,NA,NA,,NA,NA,3,0.1345,3,G3_14C,3
398,GU,393,167,0,NaT,NA,NA,,NA,NA,0,0.359801560916532,14,NA,3
399,GU,398,167,1,NaT,NA,NA,,NA,NA,1,0.307253032045389,3,G3_14C,3
400,GU,399,167,1,2020-09-12,1,1,14c,NA,NA,7,0.2485,6,G3_14C,3
401,GU,393,167,0,NaT,NA,NA,,NA,NA,0,0.937358005631614,21,NA,3
402,GU,401,167,0,NaT,NA,NA,,NA,NA,0,0.605932415966147,5,NA,3
403,GU,402,167,0,NaT,NA,NA,,NA,NA,2,0.2835,10,G3_14B,3
404,GU,402,167,0,NaT,NA,NA,,NA,NA,0,0.540522183794063,5,NA,3
405,GU,404,167,1,NaT,NA,NA,,NA,NA,5,0.49595223121124,15,G3_14B,3
406,GU,405,167,0,NaT,NA,NA,,NA,NA,4,0.132,6,G3_14A,3
407,GU,405,167,0,2020-09-12,1,1,14b,NA,NA,8,0.236,10,G3_14A,3
408,GU,405,167,0,NaT,NA,NA,,NA,NA,0,0.412589609639406,6,NA,3
409,GU,408,167,1,2020-09-12,2,2,14.14a,NA,NA,14,0.3225,13,G3_14A,3
410,GU,408,167,0,NaT,NA,NA,,NA,NA,7,0.188,11,G3_14A,3
411,GU,401,167,0,NaT,NA,NA,,NA,NA,1,0.781700269509931,9,G3_14B,3
412,GU,411,167,1,NaT,NA,NA,,NA,NA,7,0.736899359934471,17,G3_14B,3
413,GU,412,167,0,NaT,NA,NA,,NA,NA,16,0.51599171361699,15,G3_15A,3
414,GU,413,167,0,2020-09-12,1,1,15a,NA,NA,9,0.3435,16,G3_15A,3
415,GU,413,167,0,2020-09-12,1,1,15,NA,NA,16,0.3675,21,G3_15A,3
416,GU,412,167,0,NaT,NA,NA,,NA,NA,6,0.176,7,G3_15A,3
417,GU,412,167,0,NaT,NA,NA,,NA,NA,9,0.532926348803845,12,G3_15A,3
418,GU,417,167,0,NaT,NA,NA,,NA,NA,16,0.4155,22,G3_15A,3
419,GU,417,167,0,NaT,NA,NA,,NA,NA,9,0.3185,18,G3_15A,3
420,GU,412,167,0,NaT,NA,NA,,NA,NA,7,0.396233933747584,10,G3_15A,3
421,GU,420,167,1,NaT,NA,NA,,NA,NA,12,0.3465,21,G3_15A,3
422,GU,393,167,0,NaT,NA,NA,,NA,NA,0,0.873004642228911,16,NA,3
423,GU,422,167,1,NaT,NA,NA,,NA,NA,0,0.826895235993705,5,NA,3
424,GU,423,167,1,NaT,NA,NA,,NA,NA,4,0.7815,6,G3_14D,3
425,GU,424,167,0,NaT,NA,NA,,NA,NA,7,0.2605,12,G3_14D,3
426,GU,424,167,0,NaT,NA,NA,,NA,NA,9,0.2605,12,G3_14D,3
427,GU,424,167,0,NaT,NA,NA,,NA,NA,7,0.360598225297091,12,G3_14D,3
428,GU,427,167,1,NaT,NA,NA,,NA,NA,10,0.308121791281767,12,G3_14D,3
429,GU,428,167,1,NaT,NA,NA,,NA,NA,8,0.2495,9,G3_14D,3
430,GU,316,167,1,NaT,NA,NA,,NA,NA,0,2.83069284053413,21,NA,3
431,GU,430,167,1,NaT,NA,NA,,NA,NA,0,2.72724816999452,15,NA,3
432,GU,431,167,1,NaT,NA,NA,,NA,NA,0,2.627226202465,17,NA,3
433,GU,432,167,1,NaT,NA,NA,,NA,NA,0,2.5305,18,NA,3
434,GU,433,167,0,NaT,NA,NA,,NA,NA,0,2.0815693361447,14,NA,3
435,GU,434,167,1,NaT,NA,NA,,NA,NA,0,2.0025,19,NA,3
436,GU,433,167,0,NaT,NA,NA,,NA,NA,0,1.87015449152689,4,NA,3
437,GU,436,167,1,NaT,NA,NA,,NA,NA,0,1.7977120408391,9,NA,3
438,GU,437,167,1,NaT,NA,NA,,NA,NA,0,1.7275,18,NA,3
439,GU,438,167,0,NaT,NA,NA,,NA,NA,0,1.5425,23,NA,3
440,branch,438,167,0,NaT,NA,NA,,NA,NA,43,0.5765,20,G3_11E,3
441,branch,438,167,0,NaT,NA,NA,,NA,NA,86,0.8115,20,G3_11F,3
442,GU,435,167,1,NaT,NA,NA,,NA,NA,0,1.32669614781763,15,NA,3
443,GU,442,167,1,NaT,NA,NA,,NA,NA,0,1.27019485200374,11,NA,3
444,GU,443,167,1,NaT,NA,NA,,NA,NA,0,1.28444333473926,15,NA,3
445,GU,446,167,1,NaT,NA,NA,,NA,NA,0,1.10895038007644,8,NA,3
446,GU,444,167,0,NaT,NA,NA,,NA,NA,0,1.424,15,NA,3
447,branch,444,167,0,2020-09-12,2,2,9c.9d,NA,NA,51,0.627,20,G3_09F,3
448,branch,444,167,0,NaT,NA,NA,,NA,NA,21,0.4015,20,G3_09E,3
449,branch,443,167,0,NaT,NA,NA,,NA,NA,26,0.4455,20,G3_09D,3
450,GU,435,167,0,NaT,NA,NA,,NA,NA,0,1.219,21,NA,3
451,branch,435,167,0,NaT,NA,NA,,NA,NA,71,0.739,20,G3_08C,3
452,GU,445,167,1,NaT,NA,NA,,NA,NA,1,1.058,20,G3_10B,3
453,GU,452,167,0,NaT,NA,NA,,NA,NA,8,0.513,16,G3_10B,3
454,GU,453,167,1,NaT,NA,NA,,NA,NA,7,0.467118743378008,14,G3_10B,3
455,GU,454,167,1,NaT,NA,NA,,NA,NA,13,0.420796504474413,16,G3_10B,3
456,GU,455,167,1,2020-09-12,1,1,10d,NA,NA,15,0.3725,13,G3_10B,3
457,GU,452,167,0,NaT,NA,NA,,NA,NA,11,0.632,15,G3_10A,3
458,GU,457,167,1,NaT,NA,NA,,NA,NA,9,0.460995745371049,14,G3_10A,3
459,GU,458,167,1,NaT,NA,NA,,NA,NA,11,0.377560275745588,15,G3_10A,3
460,GU,459,167,1,2020-09-12,2,2,10.10a,NA,NA,14,0.3265,15,G3_10A,3
461,GU,458,167,0,NaT,NA,NA,,NA,NA,10,0.2165,13,G3_10A,3
