id,type,parent_id,scaffold_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,id_fruit,fruit_fresh_mass,fruit_dry_mass,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,environment_id,light_interception__sunlit_fraction_col
462,GU,452,167,0,NaT,NA,NA,,NA,NA,7,0.766077923473468,19,G3_09B,3
463,GU,462,167,1,NaT,NA,NA,,NA,NA,4,0.730987231790799,16,G3_09B,3
464,GU,463,167,0,NaT,NA,NA,,NA,NA,10,0.307687282158501,16,G3_09B,3
465,GU,464,167,1,NaT,NA,NA,,NA,NA,10,0.249,11,G3_09B,3
466,GU,463,167,0,NaT,NA,NA,,NA,NA,9,0.331494492053917,18,G3_09C,3
467,GU,466,167,1,NaT,NA,NA,,NA,NA,14,0.276,15,G3_09C,3
468,GU,463,167,0,NaT,NA,NA,,NA,NA,14,0.361863057289197,22,G3_09C,3
469,GU,468,167,1,NaT,NA,NA,,NA,NA,16,0.3095,18,G3_09C,3
470,GU,463,167,0,NaT,NA,NA,,NA,NA,3,0.328816836764307,13,G3_09A,3
471,GU,470,167,1,2020-09-12,2,2,9.9a,NA,NA,10,0.273,10,G3_09A,3
472,GU,463,167,0,NaT,NA,NA,,NA,NA,13,0.529293706781968,20,G3_09A,3
473,GU,472,167,0,NaT,NA,NA,,NA,NA,10,0.216,15,G3_09A,3
474,GU,472,167,0,NaT,NA,NA,,NA,NA,11,0.267,15,G3_09A,3
475,GU,472,167,0,NaT,NA,NA,,NA,NA,8,0.277,18,G3_09A,3
476,GU,472,167,0,2020-09-12,1,1,9b,NA,NA,10,0.325,20,G3_09A,3
477,GU,462,167,0,NaT,NA,NA,,NA,NA,0,0.313649107726138,8,NA,3
478,GU,477,167,1,NaT,NA,NA,,NA,NA,15,0.255835128309395,18,G3_09C,3
479,GU,478,167,1,NaT,NA,NA,,NA,NA,7,0.1865,8,G3_09C,3
480,GU,446,167,0,NaT,NA,NA,,NA,NA,0,0.860912591557868,3,NA,3
481,GU,480,167,1,NaT,NA,NA,,NA,NA,0,0.815,18,NA,3
482,GU,481,167,0,NaT,NA,NA,,NA,NA,11,0.521,16,G3_10C,3
483,GU,482,167,1,NaT,NA,NA,,NA,NA,8,0.335497535737445,14,G3_10C,3
484,GU,483,167,1,NaT,NA,NA,,NA,NA,4,0.280469508666601,18,G3_10C,3
485,GU,484,167,1,2020-09-12,1,1,10c,NA,NA,7,0.217,8,G3_10C,3
486,GU,481,167,0,NaT,NA,NA,,NA,NA,9,0.3545,16,G3_10D,3
487,GU,486,167,1,NaT,NA,NA,,NA,NA,11,0.31510828636817,11,G3_10D,3
488,GU,487,167,1,2020-09-12,1,1,10b,NA,NA,0,0.2575,9,G3_10D,3
489,GU,481,167,0,NaT,NA,NA,,NA,NA,4,0.2575,13,G3_10D,3
490,GU,456,167,1,NaT,NA,NA,,NA,NA,0,1.09207119398618,13,NA,3
491,GU,490,167,0,NaT,NA,NA,,NA,NA,0,0.4975,8,G3_08B,3
492,GU,491,167,0,NaT,NA,NA,,NA,NA,0,0.353480981627727,6,NA,3
493,GU,492,167,1,NaT,NA,NA,,NA,NA,5,0.300341170322493,15,G3_08B,3
494,GU,493,167,0,2020-09-12,2,2,8b.8c,NA,NA,6,0.2405,8,G3_08B,3
495,GU,490,167,0,NaT,NA,NA,,NA,NA,0,1.05,15,NA,3
496,GU,495,167,1,NaT,NA,NA,,NA,NA,0,0.51284797373237,12,NA,3
497,GU,496,167,0,NaT,NA,NA,,NA,NA,9,0.2675,12,G3_08A,3
498,GU,496,167,0,NaT,NA,NA,,NA,NA,0,0.4215,7,NA,3
499,GU,498,167,1,NaT,NA,NA,,NA,NA,0,0.383870586456096,14,NA,3
500,GU,499,167,1,NaT,NA,NA,,NA,NA,13,0.333283749282327,11,G3_08A,3
501,GU,500,167,1,2020-09-12,2,2,8.8a,NA,NA,11,0.278,8,G3_08A,3
502,GU,439,167,1,NaT,NA,NA,,NA,NA,0,1.38448292246959,15,NA,3
503,GU,502,167,1,NaT,NA,NA,,NA,NA,0,1.40073049133296,17,NA,3
504,GU,503,167,1,NaT,NA,NA,,NA,NA,0,1.2885,11,G3_02A,3
505,GU,504,167,0,NaT,NA,NA,,NA,NA,0,0.634,4,G3_02A,3
506,GU,505,167,1,NaT,NA,NA,,NA,NA,0,0.549065567031551,12,NA,3
507,GU,506,167,1,NaT,NA,NA,,NA,NA,11,0.434424972470207,13,G3_02A,3
508,GU,507,167,1,NaT,NA,NA,,NA,NA,10,0.386798913618816,9,G3_02A,3
509,GU,508,167,1,NaT,NA,NA,,NA,NA,6,0.336422764552408,12,G3_02A,3
510,GU,509,167,1,2020-09-12,1,1,12,NA,NA,14,0.2815,11,G3_02A,3
511,GU,506,167,0,NaT,NA,NA,,NA,NA,8,0.2535,9,G3_02A,3
512,GU,506,167,0,NaT,NA,NA,,NA,NA,5,0.2015,8,G3_02A,3
513,GU,506,167,0,NaT,NA,NA,,NA,NA,8,0.2055,10,G3_02A,3
514,GU,503,167,0,NaT,NA,NA,,NA,NA,0,0.775168079718935,7,NA,3
515,GU,514,167,1,NaT,NA,NA,,NA,NA,0,0.6915,4,NA,3
516,GU,515,167,0,NaT,NA,NA,,NA,NA,0,0.639377702744383,6,NA,3
517,GU,516,167,1,NaT,NA,NA,,NA,NA,1,0.5955,14,G3_37B,3
518,GU,517,167,0,NaT,NA,NA,,NA,NA,5,0.43282438903905,12,G3_37B,3
519,GU,518,167,1,NaT,NA,NA,,NA,NA,9,0.385123821647337,9,G3_37B,3
520,GU,519,167,1,NaT,NA,NA,,NA,NA,12,0.334627835014789,15,G3_37B,3
521,GU,520,167,1,NaT,NA,NA,,NA,NA,11,0.2795,10,G3_37B,3
522,GU,514,167,0,NaT,NA,NA,,NA,NA,0,0.413685748789882,4,NA,3
523,GU,522,167,1,NaT,NA,NA,,NA,NA,0,0.365005236419255,10,NA,3
524,GU,523,167,1,NaT,NA,NA,,NA,NA,4,0.312918177265056,4,G3_37A,3
525,GU,524,167,1,2020-09-12,2,2,37.37a,NA,NA,6,0.255,4,G3_37A,3
526,GU,502,167,0,NaT,NA,NA,,NA,NA,0,0.407636386070968,9,NA,3
527,GU,526,167,1,NaT,NA,NA,,NA,NA,0,0.358609271529387,3,NA,3
528,GU,527,167,0,NaT,NA,NA,,NA,NA,0,0.305951846792407,4,NA,3
529,GU,528,167,1,NaT,NA,NA,,NA,NA,9,0.247,9,G3_11C,3
530,GU,502,167,0,NaT,NA,NA,,NA,NA,0,0.27839735353391,8,NA,3
531,GU,530,167,0,NaT,NA,NA,,NA,NA,4,0.2145,8,G3_11C,3
532,GU,502,167,0,NaT,NA,NA,,NA,NA,0,0.550265867486788,9,NA,3
533,GU,532,167,1,NaT,NA,NA,,NA,NA,0,0.505834991120421,5,NA,3
534,GU,533,167,1,NaT,NA,NA,,NA,NA,0,0.460576724352156,4,NA,3
535,GU,534,167,1,NaT,NA,NA,,NA,NA,1,0.414024550031137,12,G3_11B,3
536,GU,535,167,1,NaT,NA,NA,,NA,NA,11,0.365362897528287,5,G3_11B,3
537,GU,536,167,1,NaT,NA,NA,,NA,NA,7,0.313306750933649,5,G3_11B,3
538,GU,537,167,1,NaT,NA,NA,,NA,NA,7,0.255444064182523,6,G3_11B,3
539,GU,538,167,1,NaT,NA,NA,,NA,NA,10,0.186,6,G3_11B,3
540,GU,533,167,0,NaT,NA,NA,,NA,NA,2,0.1685,6,G3_11B,3
541,GU,533,167,0,NaT,NA,NA,,NA,NA,2,0.139,7,G3_11B,3
542,GU,502,167,0,NaT,NA,NA,,NA,NA,0,0.720008458963821,7,NA,3
543,GU,542,167,1,NaT,NA,NA,,NA,NA,0,0.675812204157273,3,NA,3
544,GU,543,167,1,NaT,NA,NA,,NA,NA,5,0.631867777753669,17,G3_11A,3
545,GU,544,167,1,NaT,NA,NA,,NA,NA,5,0.587985636260778,17,G3_11A,3
546,GU,545,167,1,NaT,NA,NA,,NA,NA,14,0.543933155184508,10,G3_11A,3
547,GU,546,167,1,NaT,NA,NA,,NA,NA,7,0.499413991825768,10,G3_11A,3
548,GU,547,167,1,NaT,NA,NA,,NA,NA,15,0.356822855307903,15,G3_11A,3
549,GU,548,167,1,NaT,NA,NA,,NA,NA,15,0.304,16,G3_11A,3
550,GU,547,167,0,NaT,NA,NA,,NA,NA,2,0.325258547180677,10,G3_11D,3
551,GU,550,167,1,2020-09-12,1,1,11,NA,NA,9,0.269,12,G3_11D,3
552,scaffold,0,NA,0,NAT,NA,NA,,NA,NA,0,7.16,74,NA,3
553,scaffold,552,553,1,NAT,NA,NA,,NA,NA,0,5.41,41,NA,3
554,scaffold,553,553,1,NAT,NA,NA,,NA,NA,0,4.93,108,NA,3
555,scaffold,553,553,0,NAT,NA,NA,,NA,NA,0,2.55,48,NA,3
556,scaffold,552,556,0,NAT,NA,NA,,NA,NA,0,4.62,30,NA,3
557,scaffold,556,556,1,NAT,NA,NA,,NA,NA,0,4.11,120,NA,3
558,scaffold,552,558,0,NAT,NA,NA,,NA,NA,0,5.405,44,NA,3
559,branch_empty,1139,558,1,NAT,NA,NA,,NA,NA,0,4.45,20,NA,3
560,multiple_GU,1139,558,0,NAT,NA,NA,,NA,NA,0,3.0525,53,NA,3
561,branch_empty,1139,558,0,NAT,NA,NA,,NA,NA,0,2.25,20,NA,3
562,GU,560,558,0,NAT,NA,NA,,NA,NA,0,2.0735,10,NA,3
563,GU,560,558,0,NAT,NA,NA,,NA,NA,0,3.0005,15,NA,3
564,GU,562,558,1,NAT,NA,NA,,NA,NA,0,1.96816814921537,11,NA,3
565,GU,564,558,1,NAT,NA,NA,,NA,NA,0,1.89267331641047,20,NA,3
566,GU,565,558,1,NAT,NA,NA,,NA,NA,0,1.90752918275334,10,NA,3
567,GU,566,558,1,NAT,NA,NA,,NA,NA,0,1.83392722378899,10,NA,3
568,GU,567,558,1,NAT,NA,NA,,NA,NA,0,1.7095,12,NA,3
569,branch,568,558,0,NAT,NA,NA,,NA,NA,358,1.6585,20,NA,3
570,branch,568,558,0,NAT,NA,NA,,NA,NA,6,0.221,20,G3_19F,3
571,branch,568,558,0,NAT,NA,NA,,NA,NA,21,0.4075,20,G3_19F,3
572,GU,567,558,0,NAT,NA,NA,,NA,NA,0,0.999,14,NA,3
573,branch,565,558,0,NAT,NA,NA,,NA,NA,71,0.7355,20,G3_19E,3
574,GU,572,558,1,NAT,NA,NA,,NA,NA,0,0.905144307697511,11,NA,3
575,GU,574,558,1,NAT,NA,NA,,NA,NA,0,0.858481815379514,11,NA,3
576,GU,575,558,1,NAT,NA,NA,,NA,NA,0,0.812608001798757,11,NA,3
577,GU,576,558,0,NAT,NA,NA,,NA,NA,0,0.260166122836323,9,NA,3
578,GU,577,558,1,NAT,NA,NA,,NA,NA,2,0.192,6,G3_19C,3
579,GU,576,558,0,NAT,NA,NA,,NA,NA,0,0.221705155562257,7,NA,3
580,GU,579,558,0,NAT,NA,NA,,NA,NA,3,0.14,5,G3_19C,3
581,GU,576,558,0,NAT,NA,NA,,NA,NA,0,0.429667159753715,12,NA,3
582,branch_empty,581,558,0,NAT,NA,NA,,NA,NA,0,0.214833579876858,20,G3_19C,3
583,branch_empty,581,558,0,NAT,NA,NA,,NA,NA,0,0.214833579876858,20,G3_19C,3
584,branch_empty,583,558,0,NAT,NA,NA,,NA,NA,0,0.107416789938429,20,G3_19C,3
585,branch_empty,584,558,1,NAT,NA,NA,,NA,NA,0,0.107416789938429,20,G3_19C,3
586,branch_empty,583,558,0,NAT,NA,NA,,NA,NA,0,0.107416789938429,20,G3_19C,3
587,branch_empty,586,558,1,NAT,NA,NA,,NA,NA,0,0.107416789938429,20,G3_19C,3
588,branch_empty,587,558,1,NAT,NA,NA,,NA,NA,0,0.107416789938429,20,G3_19C,3
589,GU,576,558,0,NAT,NA,NA,,NA,NA,0,0.67294883948383,9,NA,3
590,GU,589,558,1,NAT,NA,NA,,NA,NA,1,0.629014610167409,9,G3_19B,3
591,GU,590,558,1,NAT,NA,NA,,NA,NA,7,0.585129022115742,5,G3_19B,3
592,GU,591,558,1,NAT,NA,NA,,NA,NA,19,0.541056042888428,23,G3_19B,3
593,GU,592,558,1,NAT,NA,NA,,NA,NA,17,0.474577154331184,16,G3_19A,3
594,GU,593,558,1,2020-09-12,2,2,19.19a,NA,NA,14,0.4285,18,G3_19A,3
595,GU,592,558,0,NAT,NA,NA,,NA,NA,9,0.253,14,G3_19A,3
596,GU,592,558,0,NAT,NA,NA,,NA,NA,7,0.179,9,G3_19A,3
597,GU,576,558,0,NAT,NA,NA,,NA,NA,0,0.423509776756398,9,G3_19B,3
598,GU,597,558,0,NAT,NA,NA,,NA,NA,0,0.284639280380774,6,NA,3
599,GU,598,558,1,NAT,NA,NA,,NA,NA,14,0.222,13,G3_19B,3
600,GU,597,558,0,NAT,NA,NA,,NA,NA,2,0.262949371337307,8,G3_19B,3
601,GU,600,558,1,NAT,NA,NA,,NA,NA,9,0.1955,9,G3_19B,3
602,GU,572,558,0,NAT,NA,NA,,NA,NA,0,0.547963267800755,9,NA,3
603,GU,602,558,1,NAT,NA,NA,,NA,NA,0,0.50350117976354,7,NA,3
604,GU,603,558,1,NAT,NA,NA,,NA,NA,0,0.458219155658435,4,NA,3
605,GU,604,558,1,NAT,NA,NA,,NA,NA,3,0.41158054997435,6,G3_19D,3
606,GU,605,558,1,NAT,NA,NA,,NA,NA,3,0.362781551535748,3,G3_19D,3
607,GU,606,558,1,NAT,NA,NA,,NA,NA,15,0.3105,15,G3_19D,3
608,GU,563,558,1,NAT,NA,NA,,NA,NA,0,2.68511184923687,7,NA,3
609,GU,608,558,1,NAT,NA,NA,,NA,NA,0,2.63063392524923,14,NA,3
610,GU,609,558,1,NAT,NA,NA,,NA,NA,0,2.53379567529629,11,NA,3
611,GU,610,558,1,NAT,NA,NA,,NA,NA,0,2.44013445817285,11,NA,3
612,GU,611,558,1,NAT,NA,NA,,NA,NA,0,2.11577113217193,9,NA,3
613,GU,612,558,1,NAT,NA,NA,,NA,NA,0,2.03561574516206,6,NA,3
614,GU,613,558,1,NAT,NA,NA,,NA,NA,0,1.958,13,NA,3
615,GU,614,558,0,NAT,NA,NA,,NA,NA,0,1.493,4,NA,3
616,branch,614,558,0,NAT,NA,NA,,NA,NA,7,0.235,20,NA,3
617,branch,614,558,0,NAT,NA,NA,,NA,NA,21,0.4065,20,NA,3
618,branch,614,558,0,NAT,NA,NA,,NA,NA,15,0.337,20,NA,3
619,branch,614,558,0,NAT,NA,NA,,NA,NA,5,0.199,20,NA,3
620,branch,614,558,0,NAT,NA,NA,,NA,NA,6,0.2275,20,NA,3
621,branch,614,558,0,NAT,NA,NA,,NA,NA,4,0.1875,20,NA,3
622,branch,614,558,0,2020-09-12,1,1,20c,NA,NA,174,1.154,20,NA,3
623,GU,611,558,0,NAT,NA,NA,,NA,NA,0,1.992,13,NA,3
624,GU,623,558,1,NAT,NA,NA,,NA,NA,0,0.938318669485503,20,NA,3
625,GU,624,558,1,NAT,NA,NA,,NA,NA,0,0.971424451422284,14,NA,3
626,branch,625,558,0,NAT,NA,NA,,NA,NA,111,0.9235,20,NA,3
627,branch,624,558,0,NAT,NA,NA,,NA,NA,7,0.2375,20,NA,3
628,branch,624,558,0,NAT,NA,NA,,NA,NA,12,0.306,20,NA,3
629,branch,624,558,0,NAT,NA,NA,,NA,NA,5,0.2065,20,NA,3
630,branch,624,558,0,NAT,NA,NA,,NA,NA,21,0.405,20,NA,3
631,branch,608,558,0,NAT,NA,NA,,NA,NA,203,1.247,20,NA,3
632,GU,611,558,0,NAT,NA,NA,,NA,NA,0,1.144,8,NA,3
633,GU,615,558,1,NAT,NA,NA,,NA,NA,0,1.43185446420018,19,NA,3
634,GU,633,558,0,NAT,NA,NA,,NA,NA,0,0.651415323427653,16,NA,3
635,GU,634,558,1,NAT,NA,NA,,NA,NA,0,0.5815,9,NA,3
636,GU,635,558,0,NAT,NA,NA,,NA,NA,7,0.4185,9,G3_20F,3
637,GU,636,558,1,NAT,NA,NA,,NA,NA,8,0.344085984025628,9,G3_20F,3
638,GU,637,558,1,NAT,NA,NA,,NA,NA,12,0.29,13,G3_20F,3
639,GU,635,558,0,NAT,NA,NA,,NA,NA,8,0.1705,7,G3_20F,3
640,GU,635,558,0,NAT,NA,NA,,NA,NA,7,0.1775,5,G3_20F,3
641,GU,634,558,0,NAT,NA,NA,,NA,NA,0,0.319551011340479,5,NA,3
642,GU,641,558,0,NAT,NA,NA,,NA,NA,9,0.262550504213732,5,G3_20F,3
643,GU,642,558,1,NAT,NA,NA,,NA,NA,7,0.195,6,G3_20F,3
644,GU,633,558,0,NAT,NA,NA,,NA,NA,0,1.4161540554875,17,NA,3
645,GU,644,558,0,NAT,NA,NA,,NA,NA,2,0.151,6,G3_20E,3
646,GU,644,558,0,NAT,NA,NA,,NA,NA,1,0.288434285062912,7,G3_20E,3
647,GU,646,558,0,NAT,NA,NA,,NA,NA,5,0.226516833978591,6,G3_20E,3
648,GU,647,558,1,NAT,NA,NA,,NA,NA,3,0.147,5,G3_20E,3
649,GU,644,558,0,NAT,NA,NA,,NA,NA,0,1.67099286040133,15,NA,3
650,GU,649,558,0,NAT,NA,NA,,NA,NA,5,1.76573328519495,4,G3_20E,3
651,GU,649,558,0,NAT,NA,NA,,NA,NA,6,0.355451706955931,5,G3_20E,3
652,GU,651,558,1,NAT,NA,NA,,NA,NA,1,0.3025,5,G3_20E,3
653,GU,644,558,0,NAT,NA,NA,,NA,NA,0,0.525816199174279,8,NA,3
654,GU,653,558,1,NAT,NA,NA,,NA,NA,4,0.481,7,G3_20E,3
655,GU,654,558,0,NAT,NA,NA,,NA,NA,11,0.2355,5,G3_20E,3
656,GU,633,558,0,NAT,NA,NA,,NA,NA,0,0.905182518769186,17,NA,3
657,GU,656,558,0,NAT,NA,NA,,NA,NA,0,0.512076262169189,2,NA,3
658,GU,657,558,1,NAT,NA,NA,,NA,NA,7,0.43162758041107,8,G3_20D,3
659,GU,658,558,1,NAT,NA,NA,,NA,NA,9,0.383870586456096,9,G3_20D,3
660,GU,659,558,1,NAT,NA,NA,,NA,NA,8,0.333283749282327,9,G3_20D,3
661,GU,660,558,1,NAT,NA,NA,,NA,NA,10,0.278,11,G3_20D,3
662,GU,657,558,0,NAT,NA,NA,,NA,NA,5,0.243556299870656,9,G3_20D,3
663,GU,662,558,1,NAT,NA,NA,,NA,NA,7,0.1705,5,G3_20D,3
664,GU,657,558,0,NAT,NA,NA,,NA,NA,4,0.1575,4,G3_20D,3
665,GU,656,558,0,NAT,NA,NA,,NA,NA,9,0.267363888515418,15,G3_20C,3
666,GU,665,558,1,NAT,NA,NA,,NA,NA,10,0.201,8,G3_20C,3
667,GU,656,558,0,NAT,NA,NA,,NA,NA,0,0.93,13,NA,3
668,GU,667,558,0,NAT,NA,NA,,NA,NA,0,0.6475,5,NA,3
669,GU,668,558,0,NAT,NA,NA,,NA,NA,1,0.512655009608872,5,G3_20B,3
670,GU,669,558,1,NAT,NA,NA,,NA,NA,8,0.467578328966948,9,G3_20B,3
671,GU,670,558,1,NAT,NA,NA,,NA,NA,12,0.421271708591599,10,G3_20B,3
672,GU,671,558,1,NAT,NA,NA,,NA,NA,15,0.373,18,G3_20B,3
673,GU,668,558,0,NAT,NA,NA,,NA,NA,5,0.445261764091933,9,G3_20B,3
674,GU,673,558,1,NAT,NA,NA,,NA,NA,9,0.398112448864746,10,G3_20B,3
675,GU,674,558,1,2020-09-12,1,1,20b,NA,NA,11,0.3485,11,G3_20B,3
676,GU,667,558,0,NAT,NA,NA,,NA,NA,9,0.5255,8,G3_20A,3
677,GU,676,558,1,NAT,NA,NA,,NA,NA,9,0.442559206493274,10,G3_20A,3
678,GU,677,558,1,NAT,NA,NA,,NA,NA,10,0.395295402157279,12,G3_20A,3
679,GU,678,558,1,2020-09-12,2,2,20.20a,NA,NA,12,0.3455,14,G3_20A,3
680,GU,667,558,0,NAT,NA,NA,,NA,NA,7,0.273,12,G3_20B,3
681,GU,680,558,1,NAT,NA,NA,,NA,NA,5,0.252719406729845,7,G3_20B,3
682,GU,681,558,1,NAT,NA,NA,,NA,NA,8,0.1825,9,G3_20B,3
683,GU,632,558,1,NAT,NA,NA,,NA,NA,0,1.02721448620129,10,NA,3
684,GU,683,558,1,NAT,NA,NA,,NA,NA,0,0.978120700265431,13,NA,3
685,GU,684,558,1,NAT,NA,NA,,NA,NA,0,0.877761005450918,13,NA,3
686,GU,685,558,0,NAT,NA,NA,,NA,NA,9,0.834,9,NA,3
687,GU,686,558,0,NAT,NA,NA,,NA,NA,7,0.158,9,G3_22C,3
688,GU,686,558,0,NAT,NA,NA,,NA,NA,1,0.5425,9,G3_22D,3
689,GU,688,558,1,NAT,NA,NA,,NA,NA,4,0.531396050878521,13,G3_22D,3
690,GU,689,558,0,NAT,NA,NA,,NA,NA,8,0.250017656116693,9,G3_22D,3
691,GU,690,558,1,NAT,NA,NA,,NA,NA,2,0.179,5,G3_22D,3
692,GU,689,558,0,NAT,NA,NA,,NA,NA,7,0.302062639427462,8,G3_22D,3
693,GU,692,558,1,NAT,NA,NA,,NA,NA,6,0.2425,5,G3_22D,3
694,GU,689,558,0,NAT,NA,NA,,NA,NA,8,0.387638204638472,9,G3_22D,3
695,GU,694,558,1,NAT,NA,NA,,NA,NA,7,0.337321421403807,6,G3_22D,3
696,GU,695,558,1,2020-09-12,1,1,22b,NA,NA,9,0.2825,12,G3_22D,3
697,GU,685,558,0,NAT,NA,NA,,NA,NA,0,0.393138495674639,8,NA,3
698,GU,697,558,0,NAT,NA,NA,,NA,NA,0,0.313992008809049,10,NA,3
699,GU,698,558,1,NAT,NA,NA,,NA,NA,2,0.256226643009045,12,G3_22D,3
700,GU,699,558,1,NAT,NA,NA,,NA,NA,5,0.187,5,G3_22D,3
701,GU,697,558,0,NAT,NA,NA,,NA,NA,4,0.149,5,G3_22D,3
702,GU,684,558,0,NAT,NA,NA,,NA,NA,0,0.378403833514581,7,NA,3
703,GU,702,558,1,NAT,NA,NA,,NA,NA,0,0.327408425375868,4,NA,3
704,GU,703,558,1,NAT,NA,NA,,NA,NA,3,0.271418607420502,7,G3_22C,3
705,GU,704,558,1,NAT,NA,NA,,NA,NA,5,0.206,3,G3_22C,3
706,GU,684,558,0,NAT,NA,NA,,NA,NA,0,0.716798182467883,12,NA,3
707,GU,706,558,0,NAT,NA,NA,,NA,NA,0,0.48348470831047,8,NA,3
708,GU,707,558,0,NAT,NA,NA,,NA,NA,0,0.300341170322493,10,NA,3
709,GU,708,558,1,2020-09-12,2,2,22.22a,NA,NA,7,0.2405,4,G3_22A,3
710,GU,707,558,0,NAT,NA,NA,,NA,NA,0,0.352662537538967,11,NA,3
711,GU,710,558,1,NAT,NA,NA,,NA,NA,2,0.29944358290473,7,G3_22A,3
712,GU,711,558,1,NAT,NA,NA,,NA,NA,9,0.239455131293703,5,G3_22A,3
713,GU,712,558,1,NAT,NA,NA,,NA,NA,3,0.165,5,G3_22A,3
714,GU,706,558,0,NAT,NA,NA,,NA,NA,0,0.558952979134437,9,NA,3
715,GU,714,558,0,NAT,NA,NA,,NA,NA,0,0.323392898798656,7,NA,3
716,GU,715,558,0,NAT,NA,NA,,NA,NA,1,0.1885,7,G3_22B,3
717,GU,715,558,0,NAT,NA,NA,,NA,NA,9,0.1615,10,G3_22B,3
718,GU,714,558,0,NAT,NA,NA,,NA,NA,0,0.450722155189475,8,NA,3
719,GU,718,558,1,NAT,NA,NA,,NA,NA,7,0.403795604816569,9,G3_22B,3
720,GU,719,558,1,NAT,NA,NA,,NA,NA,8,0.354538446971672,6,G3_22B,3
721,GU,720,558,1,NAT,NA,NA,,NA,NA,9,0.3015,10,G3_22B,3
722,scaffold,558,558,0,NAT,NA,NA,,NA,NA,0,5.09,42,NA,3
723,GU,722,558,1,NAT,NA,NA,,NA,NA,0,3.44411199309831,36,NA,3
724,GU,723,558,1,NAT,NA,NA,,NA,NA,0,3.1785,19,NA,3
725,branch_empty,723,558,0,NAT,NA,NA,,NA,NA,0,2.3,20,NA,3
726,branch_empty,723,558,0,NAT,NA,NA,,NA,NA,0,2.05,20,NA,3
727,GU,722,558,0,NAT,NA,NA,,NA,NA,0,3.2915,18,NA,3
728,GU,724,558,0,NAT,NA,NA,,NA,NA,0,2.8735,15,NA,3
729,GU,728,558,1,NAT,NA,NA,,NA,NA,0,2.42102520889842,16,NA,3
730,GU,729,558,1,NAT,NA,NA,,NA,NA,0,2.33104371900059,13,NA,3
731,GU,730,558,0,NAT,NA,NA,,NA,NA,0,1.733,11,NA,3
732,GU,730,558,0,NAT,NA,NA,,NA,NA,0,1.1855,4,NA,3
733,GU,730,558,0,NAT,NA,NA,,NA,NA,0,2.116,7,NA,3
734,GU,733,558,1,NAT,NA,NA,,NA,NA,0,1.75334740556254,6,NA,3
735,GU,734,558,1,NAT,NA,NA,,NA,NA,0,1.68448921267682,9,NA,3
736,GU,735,558,1,NAT,NA,NA,,NA,NA,0,1.89364623284659,5,NA,3
737,GU,736,558,1,NAT,NA,NA,,NA,NA,0,1.82047563973857,9,NA,3
738,GU,737,558,1,NAT,NA,NA,,NA,NA,0,1.74956527554268,10,NA,3
739,GU,738,558,1,NAT,NA,NA,,NA,NA,0,1.7445,6,NA,3
740,branch,738,558,0,NAT,NA,NA,,NA,NA,11,0.291,20,NA,3
741,branch,738,558,0,NAT,NA,NA,,NA,NA,14,0.3355,20,NA,3
742,branch,738,558,0,2020-09-12,2,2,27a.27b,NA,NA,220,1.301,20,NA,3
743,branch,735,558,0,2020-09-12,1,1,25b,NA,NA,42,0.5675,20,NA,3
744,branch,735,558,0,NAT,NA,NA,,NA,NA,85,0.808,20,NA,3
745,GU,724,558,0,NAT,NA,NA,,NA,NA,0,2.179,14,NA,3
746,GU,745,558,1,NAT,NA,NA,,NA,NA,0,1.84701560831683,21,NA,3
747,GU,746,558,1,NAT,NA,NA,,NA,NA,0,1.79482873907547,12,NA,3
748,GU,747,558,0,NAT,NA,NA,,NA,NA,0,0.7075,13,NA,3
749,GU,747,558,0,NAT,NA,NA,,NA,NA,0,1.9135,12,NA,3
750,branch,747,558,0,NAT,NA,NA,,NA,NA,135,1.019,20,NA,3
751,branch,746,558,0,NAT,NA,NA,,NA,NA,99,0.8695,20,NA,3
752,branch,728,558,0,NAT,NA,NA,,NA,NA,62,0.69,20,NA,3
753,GU,731,558,1,NAT,NA,NA,,NA,NA,0,2.07558035276667,10,NA,3
754,GU,753,558,1,NAT,NA,NA,,NA,NA,0,1.99670083133434,5,NA,3
755,GU,754,558,1,NAT,NA,NA,,NA,NA,0,1.92031068175627,5,NA,3
756,GU,755,558,1,NAT,NA,NA,,NA,NA,0,2.33609375865991,6,NA,3
757,GU,756,558,1,NAT,NA,NA,,NA,NA,0,2.24886759215075,15,NA,3
758,GU,757,558,1,NAT,NA,NA,,NA,NA,0,1.39832150066371,8,NA,3
759,GU,758,558,1,NAT,NA,NA,,NA,NA,0,1.4915,9,NA,3
760,GU,759,558,0,NAT,NA,NA,,NA,NA,0,0.39481799796136,11,NA,3
761,GU,760,558,1,NAT,NA,NA,,NA,NA,7,0.344991128955637,8,G3_24A,3
762,GU,761,558,1,2020-09-12,1,1,24,NA,NA,7,0.291,7,G3_24A,3
763,GU,758,558,0,NAT,NA,NA,,NA,NA,3,0.169,5,G3_24A,3
764,GU,757,558,0,NAT,NA,NA,,NA,NA,0,0.63917345345038,2,NA,3
765,GU,764,558,1,NAT,NA,NA,,NA,NA,0,0.59529571729822,4,NA,3
766,GU,765,558,1,NAT,NA,NA,,NA,NA,0,0.551290104054039,10,NA,3
