id,type,parent_id,scaffold_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,environment_id,light_interception__sunlit_fraction_col
153,GU,151,2,0,NAT,NA,NA,2,0.2265,12,E16_37J,3
154,GU,151,2,0,NAT,NA,NA,2,0.239,10,E16_37J,3
155,GU,144,2,0,NAT,NA,NA,0,0.489677592049024,16,NA,3
156,GU,155,2,0,NAT,NA,NA,5,0.296057161532507,7,E16_37K,3
157,GU,156,2,1,NAT,NA,NA,5,0.2355,10,E16_37K,3
158,GU,155,2,0,NAT,NA,NA,5,0.19,5,E16_37K,3
159,GU,155,2,0,NAT,NA,NA,7,0.330601102815591,7,E16_37K,3
160,GU,159,2,1,NAT,NA,NA,11,0.275,11,E16_37K,3
161,GU,144,2,0,NAT,NA,NA,0,0.487545767725261,11,NA,3
162,GU,161,2,0,NAT,NA,NA,2,0.277158244091141,6,E16_37L,3
163,GU,162,2,1,NAT,NA,NA,9,0.213,8,E16_37L,3
164,GU,161,2,0,NAT,NA,NA,4,0.258585078461393,5,E16_37L,3
165,GU,164,2,1,NAT,NA,NA,2,0.19,10,E16_37L,3
166,GU,161,2,0,NAT,NA,NA,1,0.293075582578428,5,E16_37L,3
167,GU,166,2,1,NAT,NA,NA,4,0.232,12,E16_37L,3
168,GU,144,2,0,NAT,NA,NA,0,0.494760982954943,15,NA,3
169,GU,168,2,0,NAT,NA,NA,3,0.298195609034883,5,E16_37M,3
170,GU,169,2,1,NAT,NA,NA,2,0.238,7,E16_37M,3
171,GU,168,2,0,NAT,NA,NA,4,0.1675,4,E16_37M,3
172,GU,168,2,0,NAT,NA,NA,5,0.352713963861207,5,E16_37M,3
173,GU,172,2,1,NAT,NA,NA,5,0.2995,10,E16_37M,3
174,GU,114,2,0,NAT,NA,NA,0,0.360398955717999,8,NA,3
175,GU,174,2,0,NAT,NA,NA,0,0.307904538433419,8,NA,3
176,GU,175,2,0,NAT,NA,NA,4,0.249250039148813,3,E16_37C,3
177,GU,176,2,1,NAT,NA,NA,4,0.178,5,E16_37C,3
178,GU,114,2,0,NAT,NA,NA,0,0.752758525809453,10,NA,3
179,GU,178,2,0,NAT,NA,NA,0,0.393344882676569,4,NA,3
180,GU,179,2,0,NAT,NA,NA,2,0.343420060980976,2,E16_37B,3
181,GU,180,2,1,NAT,NA,NA,2,0.289263768519123,2,E16_37B,3
182,GU,181,2,1,NAT,NA,NA,5,0.2275,5,E16_37B,3
183,GU,178,2,0,NAT,NA,NA,0,0.378403833514581,4,NA,3
184,GU,183,2,1,NAT,NA,NA,0,0.327408425375868,4,NA,3
185,GU,184,2,0,NAT,NA,NA,5,0.271418607420502,4,E16_37B,3
186,GU,185,2,1,NAT,NA,NA,7,0.206,8,E16_37B,3
187,GU,178,2,0,NAT,NA,NA,0,0.231098955975757,7,NA,3
188,GU,187,2,0,NAT,NA,NA,4,0.1535,4,E16_37B,3
189,GU,178,2,0,NAT,NA,NA,0,0.652899226942141,8,NA,3
190,GU,189,2,1,NAT,NA,NA,0,0.609013250967808,7,NA,3
191,GU,190,2,0,NAT,NA,NA,0,0.304602472894079,12,NA,3
192,GU,191,2,0,NAT,NA,NA,0,0.245441552756832,8,E16_37A,3
193,GU,192,2,1,NAT,NA,NA,7,0.173,5,E16_37A,3
194,GU,190,2,0,NAT,NA,NA,0,0.305258192974798,7,NA,3
195,GU,194,2,0,NAT,NA,NA,6,0.246199242448235,5,E16_37A,3
196,GU,195,2,1,NAT,NA,NA,7,0.174,5,E16_37A,3
197,GU,190,2,0,NAT,NA,NA,0,0.33434644999729,13,NA,3
198,GU,197,2,0,NAT,NA,NA,3,0.1325,4,E16_37A,3
199,GU,197,2,0,NAT,NA,NA,3,0.229324030494156,4,E16_37A,3
200,GU,199,2,1,NAT,NA,NA,4,0.151,4,E16_37A,3
201,GU,190,2,0,NAT,NA,NA,0,0.392080094847077,6,NA,3
202,GU,201,2,0,NAT,NA,NA,3,0.274689636504337,6,E16_37A,3
203,GU,202,2,1,NAT,NA,NA,11,0.21,8,E16_37A,3
204,GU,201,2,0,NAT,NA,NA,3,0.21060263925147,4,E16_37A,3
205,GU,204,2,1,NAT,NA,NA,2,0.123,3,E16_37A,3
206,GU,23,2,1,NAT,NA,NA,0,1.32437184577475,9,NA,3
207,GU,206,2,1,NAT,NA,NA,0,1.26793338605294,8,NA,3
208,GU,207,2,1,NAT,NA,NA,0,1.213,14,NA,3
209,GU,208,2,0,NAT,NA,NA,6,0.22,15,E16_04A,3
210,GU,208,2,0,NAT,NA,NA,0,0.978058769074172,12,NA,3
211,GU,210,2,1,NAT,NA,NA,0,0.93,17,NA,3
212,GU,211,2,0,NAT,NA,NA,0,0.646886232851288,10,NA,3
213,GU,212,2,1,NAT,NA,NA,0,0.603006453976575,11,NA,3
214,GU,213,2,1,NAT,NA,NA,0,0.559041850583818,4,NA,3
215,GU,214,2,1,NAT,NA,NA,4,0.514720886754948,9,E16_04C,3
216,GU,215,2,0,NAT,NA,NA,7,0.374777800010999,10,E16_04A,3
217,GU,216,2,1,2020-09-12,1,1,11,0.3235,10,E16_04A,3
218,GU,215,2,0,NAT,NA,NA,6,0.34272965748106,9,E16_04A,3
219,GU,218,2,1,NAT,NA,NA,9,0.2885,8,E16_04A,3
220,GU,215,2,0,NAT,NA,NA,3,0.1305,6,E16_04A,3
221,GU,211,2,0,NAT,NA,NA,0,0.737209219335359,11,NA,3
222,GU,221,2,0,NAT,NA,NA,0,0.692871424864085,9,NA,3
223,GU,222,2,1,NAT,NA,NA,0,0.648850173127638,4,NA,3
224,GU,223,2,1,NAT,NA,NA,0,0.604968806741683,13,NA,3
225,GU,24,2,0,NAT,NA,NA,5,0.258190903276403,6,E16_04B,3
226,GU,225,2,1,NAT,NA,NA,8,0.1895,5,E16_04B,3
227,GU,24,2,0,NAT,NA,NA,4,0.231098955975757,5,E16_04B,3
228,GU,227,2,1,NAT,NA,NA,3,0.1535,3,E16_04A,3
229,GU,24,2,1,NAT,NA,NA,0,1.52357559661685,10,NA,3
230,GU,229,2,1,NAT,NA,NA,0,1.46154858036263,15,NA,3
231,GU,230,2,1,NAT,NA,NA,0,1.40130166086024,14,NA,3
232,GU,231,2,1,NAT,NA,NA,0,1.34275108033365,17,NA,3
233,GU,232,2,1,NAT,NA,NA,0,1.11917017634459,18,NA,3
234,GU,233,2,0,NAT,NA,NA,0,0.8115,11,E16_05C,3
235,GU,234,2,0,NAT,NA,NA,6,0.275100170510097,13,E16_05C,3
236,GU,235,2,1,NAT,NA,NA,4,0.2105,8,E16_05C,3
237,GU,234,2,0,NAT,NA,NA,3,0.182,14,E16_05B,3
238,GU,234,2,0,NAT,NA,NA,5,0.1525,12,E16_05B,3
239,GU,234,2,0,NAT,NA,NA,5,0.157,12,E16_05B,3
240,GU,233,2,0,NAT,NA,NA,0,0.687911136072353,12,NA,3
241,GU,240,2,1,NAT,NA,NA,0,0.591034002599622,6,NA,3
242,GU,241,2,1,NAT,NA,NA,0,0.547002031818673,14,NA,3
243,GU,242,2,0,NAT,NA,NA,4,0.399992877164937,9,E16_05A,3
244,GU,243,2,1,2020-09-12,1,1,12,0.3505,13,E16_05A,3
245,GU,242,2,0,NAT,NA,NA,8,0.299482101927118,10,E16_05A,3
246,GU,245,2,1,NAT,NA,NA,10,0.2395,9,E16_05A,3
247,GU,242,2,0,NAT,NA,NA,2,0.237245943205958,5,E16_05A,3
248,GU,247,2,1,NAT,NA,NA,4,0.162,6,E16_05A,3
249,GU,242,2,0,NAT,NA,NA,4,0.1615,6,E16_05B,3
250,GU,240,2,0,NAT,NA,NA,6,0.1915,10,E16_05B,3
251,GU,240,2,0,NAT,NA,NA,5,0.1735,10,E16_05B,3
252,GU,240,2,0,NAT,NA,NA,1,0.213777309964563,14,E16_05B,3
253,GU,252,2,0,NAT,NA,NA,4,0.128,3,E16_05B,3
254,GU,240,2,0,NAT,NA,NA,0,0.40019328843382,9,NA,3
255,GU,254,2,0,NAT,NA,NA,5,0.260959223565071,5,E16_05B,3
256,GU,255,2,1,NAT,NA,NA,7,0.193,7,E16_05B,3
257,GU,254,2,0,NAT,NA,NA,5,0.243556299870656,5,E16_05B,3
258,GU,257,2,1,NAT,NA,NA,7,0.1705,7,E16_05B,3
259,GU,233,2,0,NAT,NA,NA,0,0.616936948512219,9,NA,3
260,GU,259,2,1,NAT,NA,NA,0,0.573025614760093,8,NA,3
261,GU,260,2,1,NAT,NA,NA,0,0.4295,12,E16_05B,3
262,GU,260,2,0,NAT,NA,NA,7,0.337321421403807,12,E16_05D,3
263,GU,262,2,1,NAT,NA,NA,13,0.2825,10,E16_05D,3
264,GU,260,2,0,NAT,NA,NA,0,0.286974726446377,5,NA,3
265,GU,264,2,0,NAT,NA,NA,4,0.224783337813737,5,E16_05D,3
266,GU,265,2,1,NAT,NA,NA,5,0.1445,4,E16_05D,3
267,GU,233,2,0,NAT,NA,NA,0,0.638689100547691,12,NA,3
268,GU,267,2,1,NAT,NA,NA,0,0.594811265880762,5,NA,3
269,GU,268,2,1,NAT,NA,NA,0,0.550802790808841,9,NA,3
270,GU,269,2,0,NAT,NA,NA,3,0.173,5,E16_05E,3
271,GU,269,2,0,NAT,NA,NA,6,0.257797166443087,6,E16_05E,3
272,GU,271,2,1,NAT,NA,NA,7,0.189,7,E16_05E,3
273,GU,269,2,0,NAT,NA,NA,3,0.322156540319586,5,E16_05E,3
274,GU,273,2,1,NAT,NA,NA,9,0.2655,10,E16_05E,3
275,GU,269,2,0,NAT,NA,NA,3,0.24810227363143,6,E16_05I,3
276,GU,275,2,1,NAT,NA,NA,7,0.1765,8,E16_05I,3
277,GU,269,2,0,NAT,NA,NA,4,0.277983965303909,6,E16_05I,3
278,GU,277,2,1,2020-09-12,1,1,7,0.214,8,E16_05I,3
279,GU,232,2,0,NAT,NA,NA,0,0.905659732220591,17,NA,3
280,GU,279,2,0,NAT,NA,NA,0,0.858988033392446,10,NA,3
281,GU,280,2,1,NAT,NA,NA,0,0.813106166222608,9,NA,3
282,GU,281,2,0,NAT,NA,NA,0,0.670229024621702,13,NA,3
283,GU,282,2,0,NAT,NA,NA,4,0.349982410948157,5,E16_05J,3
284,GU,283,2,1,NAT,NA,NA,10,0.2965,16,E16_05J,3
285,GU,282,2,0,NAT,NA,NA,1,0.454287103424569,5,E16_05J,3
286,GU,285,2,1,NAT,NA,NA,7,0.4075,17,E16_05J,3
287,GU,282,2,0,NAT,NA,NA,41,0.429365344979174,6,E16_05J,3
288,GU,287,2,1,2020-09-12,1,1,6,0.3815,16,E16_05J,3
289,GU,282,2,0,NAT,NA,NA,4,0.262152053966176,5,E16_05I,3
290,GU,289,2,1,NAT,NA,NA,5,0.1945,8,E16_05I,3
291,GU,281,2,0,NAT,NA,NA,0,0.43766473247141,10,NA,3
292,GU,291,2,0,NAT,NA,NA,4,0.244685904162223,4,E16_05G,3
293,GU,292,2,1,NAT,NA,NA,5,0.172,7,E16_05G,3
294,GU,291,2,0,NAT,NA,NA,5,0.277158244091141,5,E16_05G,3
295,GU,294,2,1,NAT,NA,NA,8,0.213,8,E16_05G,3
296,GU,291,2,0,NAT,NA,NA,2,0.1265,3,E16_05G,3
297,GU,281,2,0,NAT,NA,NA,0,0.542462903963715,12,NA,3
298,GU,297,2,0,NAT,NA,NA,6,0.396233933747584,5,E16_05H,3
299,GU,298,2,1,2020-09-12,1,1,9,0.3465,14,E16_05H,3
300,GU,297,2,0,NAT,NA,NA,2,0.113,2,E16_05I,3
301,GU,297,2,0,NAT,NA,NA,4,0.392482752917736,6,E16_05I,3
302,GU,301,2,1,NAT,NA,NA,12,0.3425,16,E16_05I,3
303,GU,9,2,1,NAT,NA,NA,0,2.47404151462064,12,NA,3
304,GU,303,2,0,NAT,NA,NA,0,2.315,9,NA,3
305,GU,304,2,1,NAT,NA,NA,0,2.40640033734527,6,NA,3
306,GU,305,2,1,NAT,NA,NA,0,2.31689433617047,8,NA,3
307,GU,306,2,1,NAT,NA,NA,0,2.23028894656317,10,NA,3
308,GU,307,2,1,NAT,NA,NA,0,2.14647339681159,12,NA,3
309,GU,308,2,1,NAT,NA,NA,0,2.10128889718291,13,NA,3
310,GU,309,2,1,NAT,NA,NA,0,2.02159380472524,11,NA,3
311,GU,310,2,1,NAT,NA,NA,0,1.94442025221369,13,NA,3
312,GU,311,2,1,NAT,NA,NA,0,1.86966836770225,13,NA,3
313,GU,312,2,0,NAT,NA,NA,0,1.6965,20,NA,3
314,GU,312,2,0,2020-09-12,3,3,0,1.095,20,NA,3
315,GU,308,2,0,NAT,NA,NA,0,0.989,14,NA,3
316,GU,303,2,0,NAT,NA,NA,0,1.3515,14,NA,3
317,GU,316,2,1,NAT,NA,NA,0,0.894612439710502,12,NA,3
318,GU,317,2,1,NAT,NA,NA,0,0.846498518501433,21,NA,3
319,GU,318,2,0,NAT,NA,NA,0,0.973,17,NA,3
320,branch,319,2,0,NAT,NA,NA,19,0.388,20,E16_12P,3
321,branch,319,2,0,NAT,NA,NA,8,0.253,20,E16_12P,3
322,GU,318,2,0,NAT,NA,NA,5,0.1795,7,E16_12Q,3
323,GU,318,2,0,NAT,NA,NA,9,0.22,10,E16_12Q,3
324,branch,317,2,0,NAT,NA,NA,22,0.411,20,E16_12Q,3
325,GU,316,2,0,NAT,NA,NA,2,0.129,5,E16_12Q,3
326,GU,313,2,1,NAT,NA,NA,1,1.542,20,E16_12C,3
327,GU,326,2,0,NAT,NA,NA,2,0.925,24,E16_12C,3
328,GU,327,2,0,NAT,NA,NA,6,0.2735,15,E16_12C,3
329,GU,327,2,0,NAT,NA,NA,7,0.229,15,E16_12C,3
330,GU,327,2,0,NAT,NA,NA,5,0.1565,6,E16_12D,3
331,GU,326,2,0,NAT,NA,NA,2,1.3775,21,E16_12B,3
332,GU,331,2,0,NAT,NA,NA,5,0.183,12,E16_12B,3
333,GU,331,2,0,NAT,NA,NA,4,0.1795,10,E16_12B,3
334,GU,331,2,0,NAT,NA,NA,5,0.228,9,E16_12I,3
335,GU,331,2,0,NAT,NA,NA,5,0.603,12,E16_12A,3
336,GU,335,2,0,2020-09-12,1,1,3,0.2125,6,E16_12A,3
337,GU,335,2,0,NAT,NA,NA,6,0.2605,11,E16_12A,3
338,GU,335,2,0,NAT,NA,NA,7,0.305,16,E16_12A,3
339,GU,335,2,0,NAT,NA,NA,9,0.418896704029388,15,E16_12A,3
340,GU,339,2,1,2020-09-12,2,2,0,0.3705,14,E16_12A,3
341,GU,326,2,0,NAT,NA,NA,0,0.324371149616739,11,NA,3
342,GU,341,2,0,NAT,NA,NA,7,0.268,10,E16_12E,3
343,GU,326,2,0,NAT,NA,NA,2,0.597,22,E16_12F,3
344,GU,343,2,0,NAT,NA,NA,9,0.29563033928013,18,E16_12F,3
345,GU,344,2,1,NAT,NA,NA,7,0.235,8,E16_12F,3
346,GU,343,2,0,NAT,NA,NA,0,0.310985675603231,7,NA,3
347,GU,346,2,0,NAT,NA,NA,2,0.128,4,E16_12G,3
348,GU,346,2,0,NAT,NA,NA,5,0.1895,7,E16_12G,3
349,GU,326,2,0,NAT,NA,NA,0,0.674940568902363,21,NA,3
350,GU,349,2,0,NAT,NA,NA,2,0.692,10,E16_12J,3
351,GU,350,2,0,NAT,NA,NA,2,0.323,10,E16_12J,3
352,GU,350,2,0,NAT,NA,NA,5,0.393419808231722,13,E16_12J,3
353,GU,352,2,1,2020-09-12,1,1,4,0.3435,19,E16_12J,3
354,GU,349,2,0,NAT,NA,NA,4,0.1875,10,E16_12J,3
355,GU,349,2,0,NAT,NA,NA,6,0.2155,11,E16_12J,3
356,GU,349,2,0,NAT,NA,NA,4,0.179,9,E16_12J,3
357,GU,326,2,0,NAT,NA,NA,0,0.532712841947021,15,NA,3
358,GU,357,2,1,NAT,NA,NA,0,0.4325,10,NA,3
359,GU,357,2,0,NAT,NA,NA,8,0.263748348645228,14,E16_12H,3
360,GU,359,2,1,NAT,NA,NA,5,0.1965,7,E16_12H,3
361,GU,357,2,0,NAT,NA,NA,7,0.223,14,E16_12H,3
362,GU,314,2,1,NAT,NA,NA,0,0.9395,20,NA,3
363,GU,362,2,0,NAT,NA,NA,0,0.438478366676591,22,NA,3
364,GU,363,2,0,NAT,NA,NA,7,0.1825,12,E16_12O,3
365,GU,363,2,0,NAT,NA,NA,5,0.1645,10,E16_12O,3
366,GU,363,2,0,NAT,NA,NA,10,0.232,12,E16_12O,3
367,GU,363,2,0,NAT,NA,NA,4,0.135,6,E16_12O,3
368,GU,363,2,0,NAT,NA,NA,1,0.1465,7,E16_12O,3
369,GU,362,2,0,NAT,NA,NA,0,0.684129573121476,19,NA,3
370,GU,369,2,1,NAT,NA,NA,0,0.641994795763775,8,NA,3
371,GU,370,2,0,NAT,NA,NA,3,0.18,7,E16_12L,3
372,GU,370,2,0,NAT,NA,NA,6,0.307253032045389,11,E16_12L,3
373,GU,372,2,1,NAT,NA,NA,6,0.2485,10,E16_12L,3
374,GU,370,2,0,NAT,NA,NA,1,0.266960558702376,8,E16_12M,3
375,GU,374,2,1,NAT,NA,NA,5,0.2005,9,E16_12M,3
376,GU,370,2,0,NAT,NA,NA,1,0.291802232956989,9,E16_12M,3
377,GU,376,2,1,NAT,NA,NA,7,0.2305,9,E16_12M,3
378,GU,370,2,0,NAT,NA,NA,5,0.486824017083584,14,E16_12L,3
379,GU,378,2,1,2020-09-12,2,2,2,0.4025,17,E16_12L,3
380,GU,378,2,0,NAT,NA,NA,1,0.2375,12,E16_12L,3
381,GU,369,2,0,NAT,NA,NA,6,0.282550213446539,14,E16_12H,3
382,GU,381,2,1,NAT,NA,NA,8,0.2195,8,E16_12H,3
383,GU,362,2,0,NAT,NA,NA,1,0.445508596408779,23,E16_12K,3
384,GU,383,2,0,NAT,NA,NA,3,0.1395,5,E16_12K,3
385,GU,383,2,0,NAT,NA,NA,7,0.2045,11,E16_12K,3
386,GU,383,2,0,NAT,NA,NA,4,0.1485,9,E16_12K,3
387,GU,383,2,0,NAT,NA,NA,5,0.1815,9,E16_12K,3
388,GU,383,2,0,NAT,NA,NA,1,0.124,6,E16_12K,3
389,GU,383,2,0,NAT,NA,NA,5,0.1805,10,E16_12K,3
390,GU,362,2,0,NAT,NA,NA,0,0.607639527425026,18,NA,3
391,GU,390,2,0,NAT,NA,NA,7,0.331494492053917,14,E16_12N,3
392,GU,391,2,1,NAT,NA,NA,8,0.276,12,E16_12N,3
393,GU,390,2,0,NAT,NA,NA,4,0.339121087682091,14,E16_12N,3
394,GU,393,2,1,2020-09-12,1,1,4,0.2845,13,E16_12N,3
395,GU,390,2,0,NAT,NA,NA,4,0.321272269725672,13,E16_12N,3
396,GU,395,2,1,NAT,NA,NA,9,0.2645,15,E16_12N,3
397,GU,390,2,0,NAT,NA,NA,5,0.347257194294207,16,E16_12N,3
398,GU,397,2,1,NAT,NA,NA,7,0.2935,16,E16_12N,3
399,GU,11,2,0,NAT,NA,NA,0,0.504254701110811,4,NA,3
400,GU,399,2,1,NAT,NA,NA,0,0.470013614661581,15,NA,3
401,GU,400,2,0,NAT,NA,NA,2,0.2285,7,E16_38A,3
402,GU,400,2,0,NAT,NA,NA,2,0.133,3,E16_38A,3
403,GU,400,2,0,NAT,NA,NA,6,0.27,12,E16_38A,3
404,GU,400,2,0,2020-09-12,1,1,4,0.2425,9,E16_38A,3
405,GU,399,2,0,NAT,NA,NA,1,0.134,4,E16_38A,3
406,GU,315,2,1,NAT,NA,NA,0,0.818124289556506,12,NA,3
407,GU,406,2,0,NAT,NA,NA,0,0.771667818998569,11,NA,3
408,GU,407,2,0,NAT,NA,NA,1,0.397227586781373,12,E16_11B,3
409,GU,408,2,1,NAT,NA,NA,0,0.347558168786557,4,NA,NA
410,GU,409,2,1,NAT,NA,NA,3,0.293831669753267,7,E16_11B,3
411,GU,410,2,0,NAT,NA,NA,4,0.232889164484063,5,E16_11B,3
412,GU,411,2,1,NAT,NA,NA,2,0.156,4,E16_11B,3
413,GU,407,2,0,NAT,NA,NA,1,0.696496266171841,15,E16_11A,3
414,GU,413,2,1,NAT,NA,NA,0,0.623510023042903,10,NA,3
415,GU,414,2,1,NAT,NA,NA,1,0.579614971734158,17,E16_11A,3
416,GU,415,2,0,NAT,NA,NA,5,0.285896658149557,9,E16_11A,3
417,GU,416,2,1,2020-09-12,1,1,5,0.2235,6,E16_11A,3
418,GU,415,2,0,NAT,NA,NA,4,0.292650831246188,12,E16_11A,3
419,GU,418,2,1,2020-09-12,1,1,4,0.2315,7,E16_11A,3
420,GU,415,2,0,NAT,NA,NA,5,0.259374735890149,9,E16_11A,3
421,GU,420,2,1,NAT,NA,NA,2,0.191,8,E16_11A,3
422,GU,415,2,0,NAT,NA,NA,7,0.326591285748234,8,E16_11A,3
423,GU,422,2,1,NAT,NA,NA,6,0.2705,8,E16_11A,3
424,GU,415,2,0,NAT,NA,NA,3,0.227915333933645,4,E16_11A,3
425,GU,424,2,1,NAT,NA,NA,3,0.149,4,E16_11A,3
426,GU,413,2,0,NAT,NA,NA,4,0.351347404600752,13,E16_11B,3
427,GU,426,2,1,NAT,NA,NA,3,0.298,11,E16_11B,3
428,GU,406,2,0,NAT,NA,NA,0,0.367262662626578,10,NA,3
429,GU,428,2,0,NAT,NA,NA,2,0.315369020494189,10,E16_11C,3
430,GU,429,2,1,NAT,NA,NA,1,0.257797166443087,8,E16_11C,3
431,GU,430,2,1,NAT,NA,NA,4,0.189,7,E16_11C,3
432,GU,315,2,0,NAT,NA,NA,0,0.702285236130452,13,NA,3
433,GU,432,2,1,NAT,NA,NA,0,0.655296332704683,9,NA,3
434,GU,433,2,0,NAT,NA,NA,2,0.343801988483343,11,E16_11C,3
435,GU,434,2,1,NAT,NA,NA,0,0.289686074528419,8,NA,3
436,GU,435,2,1,NAT,NA,NA,5,0.228,8,E16_11C,3
437,GU,433,2,0,NAT,NA,NA,1,0.572765668786586,11,E16_11D,3
438,GU,437,2,1,NAT,NA,NA,0,0.528589220999354,9,NA,3
439,GU,438,2,1,NAT,NA,NA,5,0.483822951878454,14,E16_11D,3
440,GU,439,2,0,NAT,NA,NA,6,0.281300775227664,8,E16_11D,3
441,GU,440,2,1,NAT,NA,NA,5,0.218,7,E16_11D,3
442,GU,439,2,0,NAT,NA,NA,4,0.275511066903101,8,E16_11D,3
443,GU,442,2,1,NAT,NA,NA,4,0.211,7,E16_11D,3
444,GU,439,2,0,NAT,NA,NA,4,0.261754022498384,7,E16_11D,3
445,GU,444,2,1,NAT,NA,NA,7,0.194,6,E16_11D,3
446,GU,432,2,0,NAT,NA,NA,0,0.30394912978175,5,NA,3
447,GU,446,2,0,NAT,NA,NA,0,0.244685904162223,3,NA,3
448,GU,447,2,1,NAT,NA,NA,2,0.172,5,E16_11E,3
