id,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,light_interception__sunlit_fraction_col,environment_id
0,NA,NA,NaT,NA,NA,0,1.057,1,3,mean
1,0,1,NaT,NA,NA,7,1.057,19,3,F14_13B
2,1,1,NaT,NA,NA,16,NA,18,3,F14_13B
3,2,0,2002-09-11,1,1,11,0.610,16,3,F14_13A
4,2,0,NaT,NA,NA,8,0.463,11,3,F14_13A
5,2,0,NaT,NA,NA,9,0.535,14,3,F14_13A
6,2,0,NaT,NA,NA,8,0.519,11,3,F14_13A
