arbre,id_branche,id_fruit,id_UC,MS_ini,MF_rec,charge_arbre,id_charp,charge_charp
G3,20,c,622,,231,0.263,51,0.120
G3,21,21,785,5.584010948,522.63,0.263,52,0.479
G3,21,a,814,,279,0.263,52,0.479
G3,22,22,709,6.155846779,396.39,0.263,51,0.120
G3,22,a,709,,349,0.263,51,0.120
G3,22,b,696,,424,0.263,51,0.120
G3,23,23,773,5.135177071,365.87,0.263,52,0.479
G3,23,a,769,,354,0.263,52,0.479
G3,24,24,762,6.081682143,379.21,0.263,52,0.479
G3,25,25,856,5.206023528,384.19,0.263,52,0.479
G3,25,a,856,,323,0.263,52,0.479
G3,25,b,743,,406,0.263,52,0.479
G3,26,26,891,5.167754833,427.82,0.263,52,0.479
G3,26,a,891,,94,0.263,52,0.479
G3,27,27,899,5.499319328,400.39,0.263,52,0.479
G3,27,a,742,,456,0.263,52,0.479
G3,27,b,742,,418,0.263,52,0.479
G3,28,28,912,7.437950392,417.05,0.263,52,0.479
G3,29,29,1007,7.869419716,402,0.263,52,0.479
G3,29,a,1007,,412,0.263,52,0.479
G3,30,30,1032,6.320209308,385.01,0.263,52,0.479
G3,30,a,1033,,496,0.263,52,0.479
G3,31,31,994,6.283677046,529.59,0.263,52,0.479
G3,31,a,995,,550,0.263,52,0.479
G3,32,32,1053,5.824466027,397.53,0.263,52,0.479
G3,32,a,1053,,476,0.263,52,0.479
G3,32,b,971,,464,0.263,52,0.479
G3,33,33,,4.352003553,,0.263,,
G3,34,34,1122,6.757691421,456.02,0.263,52,0.479
G3,34,a,1122,,432,0.263,52,0.479
G3,35,35,1079,5.790799274,427.54,0.263,52,0.479
G3,35,a,1080,,373,0.263,52,0.479
G3,35,b,1072,,359,0.263,52,0.479
G3,35,c,1073,,494,0.263,52,0.479
G3,35,d,1073,,144,0.263,52,0.479
G3,36,36,930,5.418767147,481.1,0.263,52,0.479
G3,36,a,930,,326,0.263,52,0.479
G3,37,37,525,5.395969716,389.05,0.263,22,0.427
G3,37,a,525,,368,0.263,22,0.427
G3,,,,,444,0.263,11,0.091
G3,,,,,380,0.263,21,0.133
G3,,,,,374,0.263,21,0.133
G3,,,,,449,0.263,21,0.133
G3,,,,,430,0.263,21,0.133
G3,,,,,477,0.263,21,0.133
G3,,,,,210,0.263,22,0.427
G3,,,,,314,0.263,22,0.427
G3,,,,,408,0.263,22,0.427
G3,,,,,304,0.263,22,0.427
G3,,,,,368,0.263,22,0.427
G3,,,,,322,0.263,22,0.427
G3,,,,,527,0.263,22,0.427
G3,,,,,303,0.263,22,0.427
G3,,,,,335,0.263,22,0.427
G3,,,,,417,0.263,22,0.427
G3,,,,,427,0.263,22,0.427
G3,,,,,324,0.263,22,0.427
G3,,,,,472,0.263,22,0.427
G3,,,,,307,0.263,22,0.427
G3,,,,,282,0.263,22,0.427
G3,,,,,418,0.263,22,0.427
G3,,,,,331,0.263,22,0.427
G3,,,,,252,0.263,22,0.427
G3,,,,,509,0.263,22,0.427
G3,,,,,276,0.263,22,0.427
G3,,,,,319,0.263,22,0.427
G3,,,,,387,0.263,22,0.427
G3,,,,,374,0.263,22,0.427
G3,,,,,501,0.263,22,0.427
G3,,,,,422,0.263,22,0.427
G3,,,,,569,0.263,22,0.427
G3,,,,,552,0.263,22,0.427
G3,,,,,318,0.263,31,0.261
G3,,,,,539,0.263,31,0.261
G3,,,,,375,0.263,31,0.261
G3,,,,,402,0.263,31,0.261
G3,,,,,358,0.263,31,0.261
G3,,,,,442,0.263,31,0.261
G3,,,,,425,0.263,31,0.261
G3,,,,,351,0.263,31,0.261
G3,,,,,186,0.263,31,0.261
G3,,,,,416,0.263,31,0.261
G3,,,,,491,0.263,31,0.261
G3,,,,,287,0.263,31,0.261
G3,,,,,381,0.263,31,0.261
G3,,,,,356,0.263,31,0.261
G3,,,,,270,0.263,31,0.261
G3,,,,,397,0.263,31,0.261
G3,,,,,445,0.263,31,0.261
G3,,,,,354,0.263,31,0.261
G3,,,,,433,0.263,51,0.120
G3,,,,,345,0.263,51,0.120
G3,,,,,366,0.263,52,0.479
G3,,,,,452,0.263,52,0.479
G3,,,,,406,0.263,52,0.479
G3,,,,,335,0.263,52,0.479
G3,,,,,442,0.263,52,0.479
G3,,,,,360,0.263,52,0.479
G3,,,,,500,0.263,52,0.479
G3,,,,,213,0.263,,
G3,,,,,397,0.263,,
G3,,,,,303,0.263,,
G3,,,,,514,0.263,,
G3,,,,,337,0.263,,
G3,,,,,207,0.263,,
G3,,,,,518,0.263,,
G3,,,,,513,0.263,,
G3,,,,,333,0.263,,
F14,1,1,2,10.19340891,203.56,,,
F14,2,2,2,16.44887895,234.19,,,
F14,3,3,3,10.52087445,136.01,,,
F14,4,4,2,9.685426432,110.68,,,
F14,5,5,4,10.90473748,287.14,,,
F14,6,6,3,10.4987198,122.94,,,
F14,7,7,3,9.850146479,,,,
F14,8,8,5,7.588404253,379.71,,,
F14,9,9,2,8.135077977,148.25,,,
F14,10,10,3,9.448474747,312.15,,,
F14,11,11,3,9.300269014,193.86,,,
F14,12,12,4,9.227040206,394.8,,,
F14,13,13,3,10.44904228,259.55,,,
F14,14,14,8,9.344484965,191.97,,,
F14,15,15,4,9.959763497,188.68,,,
F14,16,16,5,9.388911131,298.63,,,
F14,17,17,2,11.3863051,193.71,,,
F14,18,18,4,8.776461656,,,,
F14,19,19,2,8.657026696,149.47,,,
F14,20,20,4,10.19878225,353.21,,,
F14,21,21,4,12.90787159,495.46,,,
F14,22,22,4,12.15522752,,,,
F14,23,23,5,11.23727442,305.31,,,
F14,24,24,54,12.98975963,469.46,,,
F14,25,25,6,9.039332435,400.43,,,
F14,26,26,23,13.21764033,536.53,,,
F14,27,27,8,17.32984788,363.11,,,
F14,28,28,40,7.556478887,205.75,,,
F14,29,29,43,13.82318598,343.46,,,
F14,30,30,9,14.10279953,423.87,,,
